companyId:ID(Company),name:string,fullname:string,:LABEL
600109.SH,国金证券,国金证券股份有限公司,Company
600111.SH,北方稀土,中国北方稀土(集团)高科技股份有限公司,Company
600113.SH,浙江东日,浙江东日股份有限公司,Company
600130.SH,波导股份,宁波波导股份有限公司,Company
600133.SH,东湖高新,武汉东湖高新集团股份有限公司,Company
600135.SH,乐凯胶片,乐凯胶片股份有限公司,Company
600138.SH,中青旅,中青旅控股股份有限公司,Company
600139.SH,西部资源,四川西部资源控股股份有限公司,Company
600141.SH,兴发集团,湖北兴发化工集团股份有限公司,Company
600155.SH,华创阳安,华创阳安股份有限公司,Company
600159.SH,大龙地产,北京市大龙伟业房地产开发股份有限公司,Company
600160.SH,巨化股份,浙江巨化股份有限公司,Company
600162.SH,香江控股,深圳香江控股股份有限公司,Company
600173.SH,卧龙地产,卧龙地产集团股份有限公司,Company
600185.SH,格力地产,格力地产股份有限公司,Company
600198.SH,大唐电信,大唐电信科技股份有限公司,Company
600208.SH,新湖中宝,新湖中宝股份有限公司,Company
600219.SH,南山铝业,山东南山铝业股份有限公司,Company
600223.SH,鲁商发展,鲁商健康产业发展股份有限公司,Company
600225.SH,*ST松江,天津松江股份有限公司,Company
600228.SH,ST昌九,江西昌九生物化工股份有限公司,Company
600229.SH,城市传媒,青岛城市传媒股份有限公司,Company
600239.SH,云南城投,云南城投置业股份有限公司,Company
600246.SH,万通发展,北京万通新发展集团股份有限公司,Company
600249.SH,两面针,柳州两面针股份有限公司,Company
600255.SH,*ST梦舟,安徽鑫科新材料股份有限公司,Company
600258.SH,首旅酒店,北京首旅酒店(集团)股份有限公司,Company
600259.SH,广晟有色,广晟有色金属股份有限公司,Company
600266.SH,城建发展,北京城建投资发展股份有限公司,Company
600271.SH,航天信息,航天信息股份有限公司,Company
600273.SH,嘉化能源,浙江嘉化能源化工股份有限公司,Company
600277.SH,亿利洁能,亿利洁能股份有限公司,Company
600281.SH,太化股份,太原化工股份有限公司,Company
600288.SH,大恒科技,大恒新纪元科技股份有限公司,Company
600289.SH,*ST信通,亿阳信通股份有限公司,Company
600291.SH,西水股份,内蒙古西水创业股份有限公司,Company
600299.SH,安迪苏,蓝星安迪苏股份有限公司,Company
600301.SH,ST南化,南宁化工股份有限公司,Company
600309.SH,万华化学,万华化学集团股份有限公司,Company
600311.SH,*ST荣华,甘肃荣华实业(集团)股份有限公司,Company
600315.SH,上海家化,上海家化联合股份有限公司,Company
600319.SH,ST亚星,潍坊亚星化学股份有限公司,Company
600322.SH,天房发展,天津市房地产发展(集团)股份有限公司,Company
600325.SH,华发股份,珠海华发实业股份有限公司,Company
600328.SH,中盐化工,中盐内蒙古化工股份有限公司,Company
600330.SH,天通股份,天通控股股份有限公司,Company
600331.SH,宏达股份,四川宏达股份有限公司,Company
600338.SH,西藏珠峰,西藏珠峰资源股份有限公司,Company
600339.SH,中油工程,中国石油集团工程股份有限公司,Company
600340.SH,华夏幸福,华夏幸福基业股份有限公司,Company
600345.SH,长江通信,武汉长江通信产业集团股份有限公司,Company
600352.SH,浙江龙盛,浙江龙盛集团股份有限公司,Company
600358.SH,*ST联合,国旅联合股份有限公司,Company
600362.SH,江西铜业,江西铜业股份有限公司,Company
600367.SH,红星发展,贵州红星发展股份有限公司,Company
600369.SH,西南证券,西南证券股份有限公司,Company
600376.SH,首开股份,北京首都开发股份有限公司,Company
600378.SH,昊华科技,昊华化工科技集团股份有限公司,Company
600383.SH,金地集团,金地(集团)股份有限公司,Company
600390.SH,五矿资本,五矿资本股份有限公司,Company
600393.SH,粤泰股份,广州粤泰集团股份有限公司,Company
600406.SH,国电南瑞,国电南瑞科技股份有限公司,Company
600409.SH,三友化工,唐山三友化工股份有限公司,Company
600410.SH,华胜天成,北京华胜天成科技股份有限公司,Company
600446.SH,金证股份,深圳市金证科技股份有限公司,Company
600455.SH,博通股份,西安博通资讯股份有限公司,Company
600456.SH,宝钛股份,宝鸡钛业股份有限公司,Company
600459.SH,贵研铂业,贵研铂业股份有限公司,Company
600463.SH,空港股份,北京空港科技园区股份有限公司,Company
600476.SH,湘邮科技,湖南湘邮科技股份有限公司,Company
600481.SH,双良节能,双良节能系统股份有限公司,Company
600487.SH,亨通光电,江苏亨通光电股份有限公司,Company
600489.SH,中金黄金,中金黄金股份有限公司,Company
600490.SH,鹏欣资源,鹏欣环球资源股份有限公司,Company
600497.SH,驰宏锌锗,云南驰宏锌锗股份有限公司,Company
600498.SH,烽火通信,烽火通信科技股份有限公司,Company
600503.SH,华丽家族,华丽家族股份有限公司,Company
600510.SH,黑牡丹,黑牡丹(集团)股份有限公司,Company
600522.SH,中天科技,江苏中天科技股份有限公司,Company
600531.SH,豫光金铅,河南豫光金铅股份有限公司,Company
600533.SH,栖霞建设,南京栖霞建设股份有限公司,Company
600536.SH,中国软件,中国软件与技术服务股份有限公司,Company
600547.SH,山东黄金,山东黄金矿业股份有限公司,Company
600549.SH,厦门钨业,厦门钨业股份有限公司,Company
600555.SH,*ST海创,海航创新股份有限公司,Company
600556.SH,天下秀,天下秀数字科技(集团)股份有限公司,Company
600562.SH,国睿科技,国睿科技股份有限公司,Company
600565.SH,迪马股份,重庆市迪马实业股份有限公司,Company
600568.SH,*ST中珠,中珠医疗控股股份有限公司,Company
600570.SH,恒生电子,恒生电子股份有限公司,Company
600571.SH,信雅达,信雅达系统工程股份有限公司,Company
600588.SH,用友网络,用友网络科技股份有限公司,Company
600593.SH,大连圣亚,大连圣亚旅游控股股份有限公司,Company
600595.SH,ST中孚,河南中孚实业股份有限公司,Company
600599.SH,*ST熊猫,熊猫金控股份有限公司,Company
600601.SH,方正科技,方正科技集团股份有限公司,Company
600606.SH,绿地控股,绿地控股集团股份有限公司,Company
600608.SH,ST沪科,上海宽频科技股份有限公司,Company
600615.SH,丰华股份,上海丰华(集团)股份有限公司,Company
600618.SH,氯碱化工,上海氯碱化工股份有限公司,Company
600621.SH,华鑫股份,上海华鑫股份有限公司,Company
600636.SH,国新文化,国新文化控股股份有限公司,Company
600638.SH,新黄浦,上海新黄浦实业集团股份有限公司,Company
600640.SH,号百控股,号百控股股份有限公司,Company
600641.SH,万业企业,上海万业企业股份有限公司,Company
600643.SH,爱建集团,上海爱建集团股份有限公司,Company
600654.SH,ST中安,中安科股份有限公司,Company
600657.SH,信达地产,信达地产股份有限公司,Company
600663.SH,陆家嘴,上海陆家嘴金融贸易区开发股份有限公司,Company
600665.SH,天地源,天地源股份有限公司,Company
600673.SH,东阳光,广东东阳光科技控股股份有限公司,Company
600675.SH,中华企业,中华企业股份有限公司,Company
600683.SH,京投发展,京投发展股份有限公司,Company
600684.SH,珠江实业,广州珠江实业开发股份有限公司,Company
600696.SH,ST岩石,上海贵酒股份有限公司,Company
600705.SH,中航资本,中航资本控股股份有限公司,Company
600706.SH,曲江文旅,西安曲江文化旅游股份有限公司,Company
600711.SH,盛屯矿业,盛屯矿业集团股份有限公司,Company
600714.SH,金瑞矿业,青海金瑞矿业发展股份有限公司,Company
600716.SH,凤凰股份,江苏凤凰置业投资股份有限公司,Company
600718.SH,东软集团,东软集团股份有限公司,Company
600722.SH,金牛化工,河北金牛化工股份有限公司,Company
600724.SH,宁波富达,宁波富达股份有限公司,Company
600728.SH,佳都科技,佳都新太科技股份有限公司,Company
600732.SH,爱旭股份,上海爱旭新能源股份有限公司,Company
600733.SH,北汽蓝谷,北汽蓝谷新能源科技股份有限公司,Company
600734.SH,*ST实达,福建实达集团股份有限公司,Company
600743.SH,华远地产,华远地产股份有限公司,Company
600745.SH,闻泰科技,闻泰科技股份有限公司,Company
600746.SH,江苏索普,江苏索普化工股份有限公司,Company
600748.SH,上实发展,上海实业发展股份有限公司,Company
600749.SH,西藏旅游,西藏旅游股份有限公司,Company
600754.SH,锦江酒店,上海锦江国际酒店股份有限公司,Company
600756.SH,浪潮软件,浪潮软件股份有限公司,Company
600764.SH,中国海防,中国船舶重工集团海洋防务与信息对抗股份有限公司,Company
600767.SH,ST运盛,运盛(成都)医疗科技股份有限公司,Company
600768.SH,宁波富邦,宁波富邦精业集团股份有限公司,Company
600773.SH,西藏城投,西藏城市发展投资股份有限公司,Company
600775.SH,南京熊猫,南京熊猫电子股份有限公司,Company
600776.SH,东方通信,东方通信股份有限公司,Company
600791.SH,京能置业,京能置业股份有限公司,Company
600797.SH,浙大网新,浙大网新科技股份有限公司,Company
600804.SH,鹏博士,鹏博士电信传媒集团股份有限公司,Company
600807.SH,济南高新,济南高新发展股份有限公司,Company
600816.SH,*ST安信,安信信托股份有限公司,Company
600823.SH,世茂股份,上海世茂股份有限公司,Company
600830.SH,香溢融通,香溢融通控股集团股份有限公司,Company
600837.SH,海通证券,海通证券股份有限公司,Company
600844.SH,丹化科技,丹化化工科技股份有限公司,Company
600845.SH,宝信软件,上海宝信软件股份有限公司,Company
600850.SH,华东电脑,上海华东电脑股份有限公司,Company
600862.SH,中航高科,中航航空高科技股份有限公司,Company
600888.SH,新疆众和,新疆众和股份有限公司,Company
600890.SH,中房股份,中房置业股份有限公司,Company
600958.SH,东方证券,东方证券股份有限公司,Company
600961.SH,株冶集团,株洲冶炼集团股份有限公司,Company
600985.SH,淮北矿业,淮北矿业控股股份有限公司,Company
600990.SH,四创电子,安徽四创电子股份有限公司,Company
600999.SH,招商证券,招商证券股份有限公司,Company
601007.SH,金陵饭店,金陵饭店股份有限公司,Company
601009.SH,南京银行,南京银行股份有限公司,Company
601099.SH,太平洋,太平洋证券股份有限公司,Company
601118.SH,海南橡胶,海南天然橡胶产业集团股份有限公司,Company
601137.SH,博威合金,宁波博威合金材料股份有限公司,Company
601166.SH,兴业银行,兴业银行股份有限公司,Company
601168.SH,西部矿业,西部矿业股份有限公司,Company
601169.SH,北京银行,北京银行股份有限公司,Company
601198.SH,东兴证券,东兴证券股份有限公司,Company
601208.SH,东材科技,四川东材科技集团股份有限公司,Company
601216.SH,君正集团,内蒙古君正能源化工集团股份有限公司,Company
601288.SH,农业银行,中国农业银行股份有限公司,Company
601318.SH,中国平安,中国平安保险(集团)股份有限公司,Company
601328.SH,交通银行,交通银行股份有限公司,Company
601336.SH,新华保险,新华人寿保险股份有限公司,Company
601377.SH,兴业证券,兴业证券股份有限公司,Company
601398.SH,工商银行,中国工商银行股份有限公司,Company
601519.SH,大智慧,上海大智慧股份有限公司,Company
601555.SH,东吴证券,东吴证券股份有限公司,Company
601588.SH,北辰实业,北京北辰实业股份有限公司,Company
601600.SH,中国铝业,中国铝业股份有限公司,Company
601601.SH,中国太保,中国太平洋保险(集团)股份有限公司,Company
601628.SH,中国人寿,中国人寿保险股份有限公司,Company
601677.SH,明泰铝业,河南明泰铝业股份有限公司,Company
601678.SH,滨化股份,滨化集团股份有限公司,Company
601688.SH,华泰证券,华泰证券股份有限公司,Company
601788.SH,光大证券,光大证券股份有限公司,Company
601818.SH,光大银行,中国光大银行股份有限公司,Company
601888.SH,中国中免,中国旅游集团中免股份有限公司,Company
601899.SH,紫金矿业,紫金矿业集团股份有限公司,Company
601901.SH,方正证券,方正证券股份有限公司,Company
601939.SH,建设银行,中国建设银行股份有限公司,Company
601958.SH,金钼股份,金堆城钼业股份有限公司,Company
601988.SH,中国银行,中国银行股份有限公司,Company
601998.SH,中信银行,中信银行股份有限公司,Company
603000.SH,人民网,人民网股份有限公司,Company
603002.SH,宏昌电子,宏昌电子材料股份有限公司,Company
603010.SH,万盛股份,浙江万盛股份有限公司,Company
603019.SH,中科曙光,曙光信息产业股份有限公司,Company
603025.SH,大豪科技,北京大豪科技股份有限公司,Company
603077.SH,和邦生物,四川和邦生物科技股份有限公司,Company
603099.SH,长白山,长白山旅游股份有限公司,Company
603188.SH,ST亚邦,江苏亚邦染料股份有限公司,Company
603199.SH,九华旅游,安徽九华山旅游发展股份有限公司,Company
603636.SH,南威软件,南威软件股份有限公司,Company
603869.SH,新智认知,新智认知数字科技股份有限公司,Company
000024.SZ,招商地产(退),招商局地产控股股份有限公司,Company
000562.SZ,宏源证券(退),宏源证券股份有限公司,Company
000602.SZ,金马集团(退),广东金马旅游集团股份有限公司,Company
000748.SZ,长城信息(退),长城信息产业股份有限公司,Company
000787.SZ,*ST创智(退),天珑科技集团股份有限公司,Company
000805.SZ,*ST炎黄(退),江苏高能时代在线股份有限公司,Company
000979.SZ,中弘退(退),中弘控股股份有限公司,Company
600175.SH,退美都(退),美都能源股份有限公司,Company
600205.SH,S山东铝(退),山东铝业股份有限公司,Company
600240.SH,退华业(退),北京华业资本控股股份有限公司,Company
600296.SH,S兰铝(退),兰州铝业股份有限公司,Company
600432.SH,退吉恩(退),吉林吉恩镍业股份有限公司,Company
600680.SH,*ST上普(退),上海普天邮通科技股份有限公司,Company
002450.SZ,*ST康得,康得新复合材料集团股份有限公司,Company
300028.SZ,金亚退(退),金亚科技股份有限公司,Company
300104.SZ,乐视退(退),乐视网信息技术(北京)股份有限公司,Company
300431.SZ,暴风退(退),暴风集团股份有限公司,Company
600074.SH,退保千(退),江苏保千里视像科技集团股份有限公司,Company
600485.SH,*ST信威,北京信威科技集团股份有限公司,Company
600677.SH,*ST航通,航天通信控股集团股份有限公司,Company
