:END_ID(Company),annDate:date,holderFullname:string,holdRatio:double,:START_ID(Holder),:TYPE
600075.SH,2020-10-16,李慧琼,1.35,0,hold_stock
600075.SH,2020-10-16,新疆天业(集团)有限公司,53.57,1,hold_stock
600075.SH,2020-10-16,石河子市锦富国有资本投资运营有限公司,4.98,2,hold_stock
600075.SH,2020-10-16,上海银叶投资有限公司-银叶攻玉5号私募证券投资基金,2.24,3,hold_stock
600075.SH,2020-10-16,万家共赢-中信银行-万家共赢安泰1号专项资产管理计划,1.98,4,hold_stock
600075.SH,2020-10-16,石河子城市建设投资集团有限公司,1.78,5,hold_stock
600075.SH,2020-10-16,石河子国资资本运营有限公司,1.61,6,hold_stock
600075.SH,2020-10-16,金石期货有限公司-中新建招商股权投资有限公司,1.39,7,hold_stock
600075.SH,2020-10-16,北京成阳资产管理有限公司-成阳淳丰3号私募证券投资基金,1.24,8,hold_stock
600075.SH,2020-10-16,海富通基金-民生银行-五矿信托-民生保腾投资集合资金信托计划,1.21,9,hold_stock
600078.SH,2020-10-31,谈翼鹏,0.25,10,hold_stock
600078.SH,2020-10-31,江阴澄星实业集团有限公司,25.78,11,hold_stock
600078.SH,2020-10-31,江阴汉盈投资有限公司,16.01,12,hold_stock
600078.SH,2020-10-31,吴海燕,2.3,13,hold_stock
600078.SH,2020-10-31,中国证券金融股份有限公司,0.39,14,hold_stock
600078.SH,2020-10-31,饶张义,0.29,15,hold_stock
600078.SH,2020-10-31,梁洁,0.28,16,hold_stock
600078.SH,2020-10-31,王欢,0.27,17,hold_stock
600078.SH,2020-10-31,杜雷,0.24,18,hold_stock
600078.SH,2020-10-31,姚波,0.23,19,hold_stock
600091.SH,2020-10-30,陈尚军,0.54,20,hold_stock
600091.SH,2020-10-30,唐领,0.62,21,hold_stock
600091.SH,2020-10-30,刘文华,0.74,22,hold_stock
600091.SH,2020-10-30,徐开东,0.92,23,hold_stock
600091.SH,2020-10-30,罗威,1.06,24,hold_stock
600091.SH,2020-10-30,李琦森,1.07,25,hold_stock
600091.SH,2020-10-30,池连安,2.31,26,hold_stock
600091.SH,2020-10-30,浙江恒际实业发展有限公司,3.26,27,hold_stock
600091.SH,2020-10-30,包头北大明天资源科技有限公司,3.43,28,hold_stock
600091.SH,2020-10-30,正元投资有限公司,34.6,29,hold_stock
600135.SH,2020-10-30,杨彩红,0.18,30,hold_stock
600135.SH,2020-10-30,中国乐凯集团有限公司,45.68,31,hold_stock
600135.SH,2020-10-30,眉山市彭山鑫城产业投资有限公司,9.9,32,hold_stock
600135.SH,2020-10-30,华夏人寿保险股份有限公司-万能保险产品,0.82,33,hold_stock
600135.SH,2020-10-30,康闳博,0.81,34,hold_stock
600135.SH,2020-10-30,王鹏,0.25,35,hold_stock
600135.SH,2020-10-30,顾永涛,0.24,36,hold_stock
600135.SH,2020-10-30,赵玉璞,0.23,37,hold_stock
600135.SH,2020-10-30,林秀伟,0.19,38,hold_stock
600135.SH,2020-10-30,杨晓丹,0.19,39,hold_stock
600141.SH,2020-10-16,宜昌兴发集团有限责任公司,22.81,40,hold_stock
600141.SH,2020-10-16,浙江金帆达生化股份有限公司,17.9,41,hold_stock
600141.SH,2020-10-16,北信瑞丰资管-非凡资产管理翠竹13W理财产品周四公享01款-上海北信民生凤凰13号单一资产管理计划,3.18,42,hold_stock
600141.SH,2020-10-16,中央汇金资产管理有限责任公司,1.82,43,hold_stock
600141.SH,2020-10-16,华融瑞通股权投资管理有限公司,1.71,44,hold_stock
600141.SH,2020-10-16,中国人民财产保险股份有限公司,1.59,45,hold_stock
600141.SH,2020-10-16,中国华融资产管理股份有限公司,1.59,46,hold_stock
600141.SH,2020-10-16,宜昌国有资本投资控股集团有限公司,1.59,47,hold_stock
600141.SH,2020-10-16,湖北晟隆达科技有限公司,1.59,48,hold_stock
600141.SH,2020-10-16,宜昌市夷陵国有资产经营有限公司,1.23,49,hold_stock
600155.SH,2020-10-30,华创阳安股份有限公司-第二期员工持股计划,2.84,50,hold_stock
600155.SH,2020-10-30,南方希望实业有限公司,6.41,51,hold_stock
600155.SH,2020-10-30,新希望化工投资有限公司,9.69,52,hold_stock
600155.SH,2020-10-30,宁波梅山保税港区明新日异股权投资合伙企业(有限合伙),3.13,53,hold_stock
600155.SH,2020-10-30,北京东方君盛投资管理有限公司,3.25,54,hold_stock
600155.SH,2020-10-30,江苏沙钢集团有限公司,3.98,55,hold_stock
600155.SH,2020-10-30,贵州盘江精煤股份有限公司,4.11,56,hold_stock
600155.SH,2020-10-30,中国贵州茅台酒厂(集团)有限责任公司,5.16,57,hold_stock
600155.SH,2020-10-30,上海杉融实业有限公司,7.18,58,hold_stock
600155.SH,2020-10-30,贵州现代物流产业(集团)有限责任公司,6.21,59,hold_stock
600160.SH,2020-10-30,中金丰汇股票型养老金产品-中国建设银行股份有限公司,0.36,60,hold_stock
600160.SH,2020-10-30,陈征平,0.38,61,hold_stock
600160.SH,2020-10-30,周新强,0.38,62,hold_stock
600160.SH,2020-10-30,中国证券金融股份有限公司,0.52,14,hold_stock
600160.SH,2020-10-30,汇添富基金-俞红-汇添富-添富牛190号单一资产管理计划,1.07,63,hold_stock
600160.SH,2020-10-30,香港中央结算有限公司(陆股通),2.07,64,hold_stock
600160.SH,2020-10-30,浙江巨化投资有限公司,2.21,65,hold_stock
600160.SH,2020-10-30,浙江浙盐控股有限公司,2.39,66,hold_stock
600160.SH,2020-10-30,袁志敏,5.0,67,hold_stock
600160.SH,2020-10-30,巨化集团有限公司,52.7,68,hold_stock
600228.SH,2020-10-31,戴文妹,0.38,69,hold_stock
600228.SH,2020-10-31,江西昌九集团有限公司,25.58,70,hold_stock
600228.SH,2020-10-31,毛良玉,1.36,71,hold_stock
600228.SH,2020-10-31,李江,0.71,72,hold_stock
600228.SH,2020-10-31,孙佳颖,0.57,73,hold_stock
600228.SH,2020-10-31,严月珍,0.48,74,hold_stock
600228.SH,2020-10-31,曹洪涛,0.47,75,hold_stock
600228.SH,2020-10-31,孙军忠,0.45,76,hold_stock
600228.SH,2020-10-31,魏春玲,0.42,77,hold_stock
600228.SH,2020-10-31,卢文凤,0.4,78,hold_stock
600229.SH,2020-10-30,中航信托股份有限公司-中航信托·天启【2017】323号集合资金信托计划,0.38,79,hold_stock
600229.SH,2020-10-30,胡森,0.33,80,hold_stock
600229.SH,2020-10-30,陈超,0.34,81,hold_stock
600229.SH,2020-10-30,青岛市经济开发投资有限责任公司,0.35,82,hold_stock
600229.SH,2020-10-30,侯素梅,0.36,83,hold_stock
600229.SH,2020-10-30,朱善永,0.81,84,hold_stock
600229.SH,2020-10-30,青岛国信发展(集团)有限责任公司,0.97,85,hold_stock
600229.SH,2020-10-30,罗予频,1.0,86,hold_stock
600229.SH,2020-10-30,青岛出版置业有限公司,4.99,87,hold_stock
600229.SH,2020-10-30,青岛出版集团有限公司,53.3,88,hold_stock
600249.SH,2020-10-29,柳州市经发投资有限责任公司,5.99,89,hold_stock
600249.SH,2020-10-29,广西柳州市产业投资发展集团有限公司,33.34,90,hold_stock
600249.SH,2020-10-29,王红晓,0.8,91,hold_stock
600249.SH,2020-10-29,刘文华,0.78,22,hold_stock
600249.SH,2020-10-29,孙磊,0.7,92,hold_stock
600249.SH,2020-10-29,杜群,0.58,93,hold_stock
600249.SH,2020-10-29,柳州市两面针旅游用品厂,0.55,94,hold_stock
600249.SH,2020-10-29,李斌,0.48,95,hold_stock
600249.SH,2020-10-29,杜永强,0.48,96,hold_stock
600249.SH,2020-10-29,徐开东,0.44,23,hold_stock
600273.SH,2020-10-28,管建忠,1.41,97,hold_stock
600273.SH,2020-10-28,浙江嘉化集团股份有限公司,31.23,98,hold_stock
600273.SH,2020-10-28,嘉化集团-财通证券-19嘉EB01担保及信托财产专户,9.63,99,hold_stock
600273.SH,2020-10-28,浙江嘉化能源化工股份有限公司回购专用证券账户,2.85,100,hold_stock
600273.SH,2020-10-28,香港中央结算有限公司(陆股通),2.68,64,hold_stock
600273.SH,2020-10-28,嘉兴聚力肆号股权投资合伙企业(有限合伙),1.12,101,hold_stock
600273.SH,2020-10-28,嘉兴聚力壹号股权投资合伙企业(有限合伙),1.05,102,hold_stock
600273.SH,2020-10-28,郑素丽,0.86,103,hold_stock
600273.SH,2020-10-28,东吴(苏州)金融科技有限公司,0.7,104,hold_stock
600273.SH,2020-10-28,郑安坤,0.66,105,hold_stock
600277.SH,2020-10-30,方正东亚信托有限责任公司-聚赢30号证券投资单一资金信托,1.52,106,hold_stock
600277.SH,2020-10-30,亿利资源集团有限公司,49.16,107,hold_stock
600277.SH,2020-10-30,宁波梅山保税港区东峪投资合伙企业(有限合伙),2.38,108,hold_stock
600277.SH,2020-10-30,金元顺安基金-兴业银行-万向信托-万向信托-亿利5号事务管理类单一资金信托,2.37,109,hold_stock
600277.SH,2020-10-30,财通基金-宁波银行-万向信托-万向信托-亿利6号事务管理类单一资金信托,2.37,110,hold_stock
600277.SH,2020-10-30,武汉睿福德投资管理中心(有限合伙),1.9,111,hold_stock
600277.SH,2020-10-30,西藏博恩资产管理有限公司-博恩添富7号私募证券投资基金,1.19,112,hold_stock
600277.SH,2020-10-30,赵锡凯,0.6,113,hold_stock
600277.SH,2020-10-30,宋娜,0.58,114,hold_stock
600277.SH,2020-10-30,香港中央结算有限公司(陆股通),0.47,64,hold_stock
600281.SH,2020-10-30,尹改荣,0.3,115,hold_stock
600281.SH,2020-10-30,宫国翔,0.31,116,hold_stock
600281.SH,2020-10-30,陈素芳,0.31,117,hold_stock
600281.SH,2020-10-30,吴大忠,0.38,118,hold_stock
600281.SH,2020-10-30,吕秋白,0.46,119,hold_stock
600281.SH,2020-10-30,李宝奇,0.69,120,hold_stock
600281.SH,2020-10-30,山西太钢投资有限公司,0.73,121,hold_stock
600281.SH,2020-10-30,深圳市绿色半导体照明有限公司,1.1,122,hold_stock
600281.SH,2020-10-30,胡殿君,1.22,123,hold_stock
600281.SH,2020-10-30,太原化学工业集团有限公司,43.48,124,hold_stock
600299.SH,2020-10-30,挪威中央银行-自有资金,0.07,125,hold_stock
600299.SH,2020-10-30,基本养老保险基金九零三组合,0.08,126,hold_stock
600299.SH,2020-10-30,浙江大众进出口有限公司,0.11,127,hold_stock
600299.SH,2020-10-30,北京橡胶工业研究设计院有限公司,0.14,128,hold_stock
600299.SH,2020-10-30,中国电子投资控股有限公司,0.19,129,hold_stock
600299.SH,2020-10-30,江苏聚合创意新兴产业投资基金(有限合伙),0.25,130,hold_stock
600299.SH,2020-10-30,香港中央结算有限公司(陆股通),0.43,64,hold_stock
600299.SH,2020-10-30,中国证券金融股份有限公司,0.51,14,hold_stock
600299.SH,2020-10-30,蓝星集团-国泰君安-19蓝星EB担保及信托财产专户,25.36,131,hold_stock
600299.SH,2020-10-30,中国蓝星(集团)股份有限公司,63.74,132,hold_stock
600301.SH,2020-10-29,南宁产业投资集团有限责任公司,1.9,133,hold_stock
600301.SH,2020-10-29,孙伟,1.91,134,hold_stock
600301.SH,2020-10-29,南宁化工集团有限公司,32.0,135,hold_stock
600301.SH,2020-10-29,蓝歆旻,0.89,136,hold_stock
600301.SH,2020-10-29,陈林妹,0.91,137,hold_stock
600301.SH,2020-10-29,许静波,0.99,138,hold_stock
600301.SH,2020-10-29,熊劭春,1.0,139,hold_stock
600301.SH,2020-10-29,陈晔,1.05,140,hold_stock
600301.SH,2020-10-29,陆健,1.14,141,hold_stock
600301.SH,2020-10-29,柴徐华,1.3,142,hold_stock
600309.SH,2020-10-23,全国社保基金一一一组合,0.72,143,hold_stock
600309.SH,2020-10-23,烟台国丰投资控股集团有限公司,21.59,144,hold_stock
600309.SH,2020-10-23,Prime Partner International Limited,10.7,145,hold_stock
600309.SH,2020-10-23,烟台中诚投资股份有限公司,10.52,146,hold_stock
600309.SH,2020-10-23,宁波市中凯信创业投资股份有限公司,9.61,147,hold_stock
600309.SH,2020-10-23,香港中央结算有限公司(陆股通),3.62,64,hold_stock
600309.SH,2020-10-23,孙惠刚,2.38,148,hold_stock
600309.SH,2020-10-23,中国证券金融股份有限公司,2.34,14,hold_stock
600309.SH,2020-10-23,北京德杰汇通科技有限公司,2.23,149,hold_stock
600309.SH,2020-10-23,中央汇金资产管理有限责任公司,0.82,43,hold_stock
600315.SH,2020-10-27,上海家化(集团)有限公司,47.25,150,hold_stock
600315.SH,2020-10-27,全国社保基金一一七组合,0.91,143,hold_stock
600315.SH,2020-10-27,国泰君安证券资管-建设银行-国泰君安君得鑫两年持有期混合型集合资产管理计划,0.98,151,hold_stock
600315.SH,2020-10-27,上海太富祥尔股权投资基金合伙企业(有限合伙),1.52,152,hold_stock
600315.SH,2020-10-27,上海重阳战略投资有限公司-重阳战略同智基金,1.58,153,hold_stock
600315.SH,2020-10-27,香港中央结算有限公司(陆股通),2.16,64,hold_stock
600315.SH,2020-10-27,中国平安人寿保险股份有限公司-传统-普通保险产品,2.62,154,hold_stock
600315.SH,2020-10-27,上海重阳战略投资有限公司-重阳战略聚智基金,2.83,153,hold_stock
600315.SH,2020-10-27,上海久事(集团)有限公司,2.89,155,hold_stock
600315.SH,2020-10-27,上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金,3.55,156,hold_stock
600319.SH,2020-10-24,深圳长城汇理三号专项投资企业(有限合伙)-长城汇理并购基金华清9号,1.48,157,hold_stock
600319.SH,2020-10-24,深圳长城汇理三号专项投资企业(有限合伙)-长城汇理并购基金华清7号,1.5,157,hold_stock
600319.SH,2020-10-24,深圳长城汇理三号专项投资企业(有限合伙)-长城汇理并购基金华清8号,1.5,157,hold_stock
600319.SH,2020-10-24,深圳中安汇银四号专项投资企业(有限合伙),1.79,158,hold_stock
600319.SH,2020-10-24,余振冀,2.35,159,hold_stock
600319.SH,2020-10-24,深圳中安鼎奇三号专项投资企业(有限合伙),3.64,160,hold_stock
600319.SH,2020-10-24,深圳中安鼎奇二号专项投资企业(有限合伙),3.74,161,hold_stock
600319.SH,2020-10-24,深圳中安汇银一号专项投资企业(有限合伙),4.04,162,hold_stock
600319.SH,2020-10-24,潍坊亚星集团有限公司,8.37,163,hold_stock
600319.SH,2020-10-24,北京光耀东方商业管理有限公司,12.67,164,hold_stock
600328.SH,2020-10-28,兴证证券资管-上海浦东发展银行股份有限公司福州分行-兴证资管-浦发银行单一资产管理计划(鑫成2019001),0.47,165,hold_stock
600328.SH,2020-10-28,中盐吉兰泰盐化集团有限公司,56.69,166,hold_stock
600328.SH,2020-10-28,中国华融资产管理股份有限公司,2.76,46,hold_stock
600328.SH,2020-10-28,中国国际金融股份有限公司,0.79,167,hold_stock
600328.SH,2020-10-28,湖南轻盐创业投资管理有限公司,0.79,168,hold_stock
600328.SH,2020-10-28,宁波梅山保税港区天赪汇丰投资管理合伙企业(有限合伙),0.79,169,hold_stock
600328.SH,2020-10-28,中核(浙江)新兴产业股权投资基金(有限合伙),0.73,170,hold_stock
600328.SH,2020-10-28,华泰资管-广州农商行-华泰资产定增全周期资产管理产品,0.63,171,hold_stock
600328.SH,2020-10-28,华泰资管-工商银行-华泰资产定增新机遇资产管理产品,0.63,171,hold_stock
600328.SH,2020-10-28,惠州讯威股权投资合伙企业(有限合伙),0.48,172,hold_stock
600339.SH,2020-10-30,北信瑞丰基金-浦发银行-北京国际信托-北京信托·轻盐丰收理财2015015号集合资金信托计划,0.28,173,hold_stock
600339.SH,2020-10-30,中国人民人寿保险股份有限公司-传统-普通保险产品,0.28,174,hold_stock
600339.SH,2020-10-30,中国人民健康保险股份有限公司-分红保险产品,0.51,175,hold_stock
600339.SH,2020-10-30,北信瑞丰基金-工商银行-北京恒宇天泽投资管理有限公司-恒宇天泽盈-赢二号私募投资基金,0.54,173,hold_stock
600339.SH,2020-10-30,九泰基金-广发银行-中兵投资管理有限责任公司,0.58,176,hold_stock
600339.SH,2020-10-30,武汉长石鑫工贸有限公司,0.72,177,hold_stock
600339.SH,2020-10-30,弘湾资本管理有限公司,1.59,178,hold_stock
600339.SH,2020-10-30,新疆天利石化控股集团有限公司,3.54,179,hold_stock
600339.SH,2020-10-30,中国石油集团工程服务有限公司,17.91,180,hold_stock
600339.SH,2020-10-30,中国石油天然气集团有限公司,54.29,181,hold_stock
600352.SH,2020-10-27,阮兴祥,1.05,182,hold_stock
600352.SH,2020-10-27,阮水龙,11.98,183,hold_stock
600352.SH,2020-10-27,阮伟祥,10.65,184,hold_stock
600352.SH,2020-10-27,项志峰,2.3,185,hold_stock
600352.SH,2020-10-27,浙江龙盛集团股份有限公司-2020年员工持股计划,2.15,186,hold_stock
600352.SH,2020-10-27,香港中央结算有限公司(陆股通),1.92,64,hold_stock
600352.SH,2020-10-27,张世居,1.85,187,hold_stock
600352.SH,2020-10-27,国泰君安君得鑫两年持有期混合型集合资产管理计划,1.6,188,hold_stock
600352.SH,2020-10-27,潘小成,1.24,189,hold_stock
600352.SH,2020-10-27,中央汇金资产管理有限责任公司,1.53,43,hold_stock
600367.SH,2020-10-17,杨晶,0.34,190,hold_stock
600367.SH,2020-10-17,陈永明,0.41,191,hold_stock
600367.SH,2020-10-17,中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金,0.44,192,hold_stock
600367.SH,2020-10-17,吕亚军,0.49,193,hold_stock
600367.SH,2020-10-17,金国新,0.5,194,hold_stock
600367.SH,2020-10-17,张锡锋,0.52,195,hold_stock
600367.SH,2020-10-17,欧阳纯正,0.67,196,hold_stock
600367.SH,2020-10-17,韦晓玲,0.78,197,hold_stock
600367.SH,2020-10-17,曹昱,1.14,198,hold_stock
600367.SH,2020-10-17,青岛红星化工集团有限责任公司,35.54,199,hold_stock
600378.SH,2020-10-29,兴业银行股份有限公司-工银瑞信新材料新能源行业股票型证券投资基金,0.22,200,hold_stock
600378.SH,2020-10-29,中国昊华化工集团股份有限公司,66.92,201,hold_stock
600378.SH,2020-10-29,盈投控股有限公司,7.69,202,hold_stock
600378.SH,2020-10-29,国家军民融合产业投资基金有限责任公司,4.13,203,hold_stock
600378.SH,2020-10-29,昊华化工有限责任公司,2.53,204,hold_stock
600378.SH,2020-10-29,中国华融资产管理股份有限公司,1.83,46,hold_stock
600378.SH,2020-10-29,深圳嘉年实业股份有限公司,0.94,205,hold_stock
600378.SH,2020-10-29,孙惠光,0.56,206,hold_stock
600378.SH,2020-10-29,洛阳国宏投资集团有限公司,0.52,207,hold_stock
600378.SH,2020-10-29,香港中央结算有限公司(陆股通),0.31,64,hold_stock
600409.SH,2020-10-29,香港中央结算有限公司(陆股通),0.82,64,hold_stock
600409.SH,2020-10-29,唐山三友碱业(集团)有限公司,36.2,208,hold_stock
600409.SH,2020-10-29,唐山三友集团有限公司,8.1,209,hold_stock
600409.SH,2020-10-29,中央汇金资产管理有限责任公司,2.95,43,hold_stock
600409.SH,2020-10-29,国泰基金管理有限公司-社保基金四二一组合,1.44,210,hold_stock
600409.SH,2020-10-29,中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF),1.24,192,hold_stock
600409.SH,2020-10-29,华夏人寿保险股份有限公司-万能保险产品,1.19,33,hold_stock
600409.SH,2020-10-29,中国平安人寿保险股份有限公司-投连-个险投连,1.01,154,hold_stock
600409.SH,2020-10-29,唐山投资有限公司,0.97,211,hold_stock
600409.SH,2020-10-29,平安资产-工商银行-平安资产如意28号保险资产管理产品,0.96,212,hold_stock
600481.SH,2020-10-29,江苏澄利投资咨询有限公司,0.59,213,hold_stock
600481.SH,2020-10-29,双良集团有限公司,20.18,214,hold_stock
600481.SH,2020-10-29,江阴同盛企业管理中心(有限合伙),18.86,215,hold_stock
600481.SH,2020-10-29,江苏双良科技有限公司,10.31,216,hold_stock
600481.SH,2020-10-29,中国证券金融股份有限公司,3.78,14,hold_stock
600481.SH,2020-10-29,江苏利创新能源有限公司,1.19,217,hold_stock
600481.SH,2020-10-29,缪双大,0.89,218,hold_stock
600481.SH,2020-10-29,中央汇金资产管理有限责任公司,0.86,43,hold_stock
600481.SH,2020-10-29,朱斌琳,0.66,219,hold_stock
600481.SH,2020-10-29,韩群曜,0.39,220,hold_stock
600490.SH,2020-10-28,姜雷,3.73,221,hold_stock
600490.SH,2020-10-28,西藏风格投资管理有限公司,1.36,222,hold_stock
600490.SH,2020-10-28,上海鹏欣农业投资(集团)有限公司,2.03,223,hold_stock
600490.SH,2020-10-28,国开装备制造产业投资基金有限责任公司,2.43,224,hold_stock
600490.SH,2020-10-28,前海人寿保险股份有限公司-自有资金,2.74,225,hold_stock
600490.SH,2020-10-28,谈意道,3.39,226,hold_stock
600490.SH,2020-10-28,上海逸合投资管理有限公司,3.62,227,hold_stock
600490.SH,2020-10-28,西藏智冠投资管理有限公司,4.12,228,hold_stock
600490.SH,2020-10-28,姜照柏,6.24,229,hold_stock
600490.SH,2020-10-28,上海鹏欣(集团)有限公司,18.79,230,hold_stock
600599.SH,2020-10-31,夏永全,0.62,231,hold_stock
600599.SH,2020-10-31,万载县银河湾投资有限公司,24.1,232,hold_stock
600599.SH,2020-10-31,银河湾国际投资有限公司,18.3,233,hold_stock
600599.SH,2020-10-31,陈建根,4.4,234,hold_stock
600599.SH,2020-10-31,李建民,2.71,235,hold_stock
600599.SH,2020-10-31,楼国英,2.7,236,hold_stock
600599.SH,2020-10-31,湖南蠡源晟投资管理有限公司-蠡源晟成长优选一号私募投资基金,2.33,237,hold_stock
600599.SH,2020-10-31,赵伟平,2.19,238,hold_stock
600599.SH,2020-10-31,唐华栋,0.72,239,hold_stock
600599.SH,2020-10-31,吴健,0.67,240,hold_stock
600618.SH,2020-10-30,中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金,0.21,241,hold_stock
600618.SH,2020-10-30,中国银行无锡分行,0.23,242,hold_stock
600618.SH,2020-10-30,方建伟,0.24,243,hold_stock
600618.SH,2020-10-30,刘政达,0.26,244,hold_stock
600618.SH,2020-10-30,孙月龙,0.32,245,hold_stock
600618.SH,2020-10-30,ISHARES CORE MSCI EMERGING MARKETS ETF,0.34,246,hold_stock
600618.SH,2020-10-30,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,0.6,247,hold_stock
600618.SH,2020-10-30,VANGUARD EMERGING MARKETS STOCK INDEX FUND,0.64,248,hold_stock
600618.SH,2020-10-30,中央汇金资产管理有限责任公司,0.64,43,hold_stock
600618.SH,2020-10-30,上海华谊(集团)公司,46.59,249,hold_stock
600636.SH,2020-10-31,姚世娴,3.46,250,hold_stock
600636.SH,2020-10-31,钟子春,0.6,251,hold_stock
600636.SH,2020-10-31,深圳市和沣资产管理有限公司-和沣融慧私募基金,1.03,252,hold_stock
600636.SH,2020-10-31,深圳市和沣资产管理有限公司-和沣远景私募证券投资基金,1.06,252,hold_stock
600636.SH,2020-10-31,关本立,1.2,253,hold_stock
600636.SH,2020-10-31,国新文化控股股份有限公司回购专用证券账户,1.86,254,hold_stock
600636.SH,2020-10-31,樟树市睿科投资管理中心(有限合伙),2.13,255,hold_stock
600636.SH,2020-10-31,中央汇金资产管理有限责任公司,2.74,43,hold_stock
600636.SH,2020-10-31,上海华谊(集团)公司,11.6,249,hold_stock
600636.SH,2020-10-31,中国文化产业发展集团有限公司,24.66,256,hold_stock
600722.SH,2020-11-04,冀中能源股份有限公司,36.05,257,hold_stock
600722.SH,2020-11-04,冀中能源峰峰集团有限公司,19.99,258,hold_stock
600722.SH,2020-10-27,郭强,0.51,259,hold_stock
600722.SH,2020-10-27,冀中能源集团有限责任公司,20.0,257,hold_stock
600722.SH,2020-10-27,冀中能源峰峰集团有限公司,19.99,258,hold_stock
600722.SH,2020-10-27,冀中能源股份有限公司,16.06,257,hold_stock
600722.SH,2020-10-27,李荣军,0.55,260,hold_stock
600722.SH,2020-10-27,沈智瑜,0.3,261,hold_stock
600722.SH,2020-10-27,樊菲,0.3,262,hold_stock
600722.SH,2020-10-27,张金梅,0.29,263,hold_stock
600746.SH,2020-10-28,荆学忠,0.08,264,hold_stock
600746.SH,2020-10-28,江苏索普(集团)有限公司,82.71,265,hold_stock
600746.SH,2020-10-28,镇江国有投资控股集团有限公司,4.77,266,hold_stock
600746.SH,2020-10-28,中国东方资产管理股份有限公司,0.17,267,hold_stock
600746.SH,2020-10-28,翁凯毅,0.14,268,hold_stock
600746.SH,2020-10-28,宗凤贯,0.13,269,hold_stock
600746.SH,2020-10-28,马孟青,0.1,270,hold_stock
600746.SH,2020-10-28,王建华,0.09,271,hold_stock
600746.SH,2020-10-28,余乃勇,0.09,272,hold_stock
600746.SH,2020-10-28,蒋剑锋,0.08,273,hold_stock
600844.SH,2020-10-31,丹阳市丹化运输有限公司,0.76,274,hold_stock
600844.SH,2020-10-31,江苏丹化集团有限责任公司,17.71,275,hold_stock
600844.SH,2020-10-31,中建明茂(北京)投资发展有限公司,4.39,276,hold_stock
600844.SH,2020-10-31,高仕军,3.93,277,hold_stock
600844.SH,2020-10-31,财通基金-工商银行-富春定增1021号资产管理计划,3.63,110,hold_stock
600844.SH,2020-10-31,吉林丰成顺农业有限公司,2.65,278,hold_stock
600844.SH,2020-10-31,李利伟,2.3,279,hold_stock
600844.SH,2020-10-31,盛济良,1.32,280,hold_stock
600844.SH,2020-10-31,北京顶尖私行资本管理有限公司,0.98,281,hold_stock
600844.SH,2020-10-31,江苏丹化煤制化学品工程技术有限公司,0.79,282,hold_stock
600985.SH,2020-10-20,嘉融投资有限公司,0.67,283,hold_stock
600985.SH,2020-10-20,香港中央结算有限公司(陆股通),0.69,64,hold_stock
600985.SH,2020-10-20,安徽全威铜业控股有限公司,0.76,284,hold_stock
600985.SH,2020-10-20,国元股权投资有限公司,0.76,285,hold_stock
600985.SH,2020-10-20,宝钢资源有限公司,0.81,286,hold_stock
600985.SH,2020-10-20,安徽省能源集团有限公司,1.01,287,hold_stock
600985.SH,2020-10-20,淮南矿业(集团)有限责任公司,1.07,288,hold_stock
600985.SH,2020-10-20,国华能源投资有限公司,1.24,289,hold_stock
600985.SH,2020-10-20,中国信达资产管理股份有限公司,5.8,290,hold_stock
600985.SH,2020-10-20,淮北矿业(集团)有限责任公司,75.0,291,hold_stock
601118.SH,2020-10-31,海南省发展控股有限公司,0.28,292,hold_stock
601118.SH,2020-10-31,全国社保基金一一六组合,0.37,143,hold_stock
601118.SH,2020-10-31,张国玲,0.41,293,hold_stock
601118.SH,2020-10-31,中央汇金资产管理有限责任公司,0.45,43,hold_stock
601118.SH,2020-10-31,柴长茂,0.5,294,hold_stock
601118.SH,2020-10-31,信泰人寿保险股份有限公司-传统产品,0.88,295,hold_stock
601118.SH,2020-10-31,新余高新区裕宜安投资合伙企业(有限合伙),1.05,296,hold_stock
601118.SH,2020-10-31,广东粤财信托有限公司-粤财信托·宏富10号集合资金信托计划,1.11,297,hold_stock
601118.SH,2020-10-31,长城(天津)股权投资基金管理有限责任公司-长城国泰-高端装备并购契约型私募投资基金,2.26,298,hold_stock
601118.SH,2020-10-31,海南省农垦投资控股集团有限公司,64.35,299,hold_stock
601208.SH,2020-10-28,熊海涛,2.27,300,hold_stock
601208.SH,2020-10-28,高金技术产业集团有限公司,22.94,301,hold_stock
601208.SH,2020-10-28,熊玲瑶,3.34,302,hold_stock
601208.SH,2020-10-28,中央汇金资产管理有限责任公司,2.49,43,hold_stock
601208.SH,2020-10-28,唐安斌,2.42,303,hold_stock
601208.SH,2020-10-28,于少波,2.27,304,hold_stock
601208.SH,2020-10-28,中国证券金融股份有限公司,1.81,14,hold_stock
601208.SH,2020-10-28,四川东材科技集团股份有限公司回购专用证券帐户,1.49,305,hold_stock
601208.SH,2020-10-28,余峰,1.26,306,hold_stock
601208.SH,2020-10-28,易武,0.75,307,hold_stock
601216.SH,2020-10-30,翟晓枫,0.47,308,hold_stock
601216.SH,2020-10-30,杜江涛,31.95,309,hold_stock
