ts_code:ID(Company),name:string,area:string,industry:string,fullname:string,list_date:date,:LABEL
002212.SZ,南洋股份,广东,电气设备,南洋天融信科技集团股份有限公司,2008-02-01,Company
002213.SZ,特尔佳,深圳,汽车配件,深圳市特尔佳科技股份有限公司,2008-02-01,Company
002214.SZ,大立科技,浙江,电器仪表,浙江大立科技股份有限公司,2008-02-18,Company
002215.SZ,诺普信,深圳,农药化肥,深圳诺普信农化股份有限公司,2008-02-18,Company
002216.SZ,三全食品,河南,食品,三全食品股份有限公司,2008-02-20,Company
002217.SZ,合力泰,福建,元器件,合力泰科技股份有限公司,2008-02-20,Company
002218.SZ,拓日新能,深圳,半导体,深圳市拓日新能源科技股份有限公司,2008-02-28,Company
002219.SZ,*ST恒康,甘肃,中成药,恒康医疗集团股份有限公司,2008-03-06,Company
002220.SZ,ST天宝,辽宁,食品,大连天宝绿色食品股份有限公司,2008-02-28,Company
002221.SZ,东华能源,江苏,石油贸易,东华能源股份有限公司,2008-03-06,Company
002222.SZ,福晶科技,福建,元器件,福建福晶科技股份有限公司,2008-03-19,Company
002223.SZ,鱼跃医疗,江苏,医疗保健,江苏鱼跃医疗设备股份有限公司,2008-04-18,Company
002224.SZ,三力士,浙江,橡胶,三力士股份有限公司,2008-04-25,Company
002225.SZ,濮耐股份,河南,其他建材,濮阳濮耐高温材料(集团)股份有限公司,2008-04-25,Company
002226.SZ,江南化工,安徽,化工原料,安徽江南化工股份有限公司,2008-05-06,Company
002227.SZ,奥特迅,深圳,电气设备,深圳奥特迅电力设备股份有限公司,2008-05-06,Company
002228.SZ,合兴包装,福建,广告包装,厦门合兴包装印刷股份有限公司,2008-05-08,Company
002229.SZ,鸿博股份,福建,广告包装,鸿博股份有限公司,2008-05-08,Company
002230.SZ,科大讯飞,安徽,软件服务,科大讯飞股份有限公司,2008-05-12,Company
002231.SZ,奥维通信,辽宁,通信设备,奥维通信股份有限公司,2008-05-12,Company
002232.SZ,启明信息,吉林,软件服务,启明信息技术股份有限公司,2008-05-09,Company
002233.SZ,塔牌集团,广东,水泥,广东塔牌集团股份有限公司,2008-05-16,Company
002234.SZ,民和股份,山东,农业综合,山东民和牧业股份有限公司,2008-05-16,Company
002235.SZ,安妮股份,福建,互联网,厦门安妮股份有限公司,2008-05-16,Company
002236.SZ,大华股份,浙江,电器仪表,浙江大华技术股份有限公司,2008-05-20,Company
002237.SZ,恒邦股份,山东,黄金,山东恒邦冶炼股份有限公司,2008-05-20,Company
002238.SZ,天威视讯,深圳,影视音像,深圳市天威视讯股份有限公司,2008-05-26,Company
002239.SZ,奥特佳,江苏,汽车配件,奥特佳新能源科技股份有限公司,2008-05-22,Company
002240.SZ,威华股份,深圳,家居用品,广东威华股份有限公司,2008-05-23,Company
002241.SZ,歌尔股份,山东,元器件,歌尔股份有限公司,2008-05-22,Company
002242.SZ,九阳股份,山东,家用电器,九阳股份有限公司,2008-05-28,Company
002243.SZ,通产丽星,深圳,塑料,深圳市通产丽星股份有限公司,2008-05-28,Company
002244.SZ,滨江集团,浙江,区域地产,杭州滨江房产集团股份有限公司,2008-05-29,Company
002245.SZ,澳洋顺昌,江苏,仓储物流,江苏澳洋顺昌股份有限公司,2008-06-05,Company
002246.SZ,北化股份,四川,化工原料,四川北方硝化棉股份有限公司,2008-06-05,Company
002247.SZ,*ST聚力,浙江,互联网,浙江聚力文化发展股份有限公司,2008-06-12,Company
002248.SZ,华东数控,山东,机床制造,威海华东数控股份有限公司,2008-06-12,Company
002249.SZ,大洋电机,广东,电气设备,中山大洋电机股份有限公司,2008-06-19,Company
002250.SZ,联化科技,浙江,化工原料,联化科技股份有限公司,2008-06-19,Company
002251.SZ,步步高,湖南,超市连锁,步步高商业连锁股份有限公司,2008-06-19,Company
002252.SZ,上海莱士,上海,生物制药,上海莱士血液制品股份有限公司,2008-06-23,Company
002253.SZ,川大智胜,四川,软件服务,四川川大智胜软件股份有限公司,2008-06-23,Company
002254.SZ,泰和新材,山东,化纤,烟台泰和新材料股份有限公司,2008-06-25,Company
002255.SZ,*ST海陆,江苏,专用机械,苏州海陆重工股份有限公司,2008-06-25,Company
002256.SZ,*ST兆新,深圳,染料涂料,深圳市兆新能源股份有限公司,2008-06-25,Company
002258.SZ,利尔化学,四川,农药化肥,利尔化学股份有限公司,2008-07-08,Company
002259.SZ,*ST升达,四川,供气供热,四川升达林业产业股份有限公司,2008-07-16,Company
002261.SZ,拓维信息,湖南,互联网,拓维信息系统股份有限公司,2008-07-23,Company
002262.SZ,恩华药业,江苏,化学制药,江苏恩华药业股份有限公司,2008-07-23,Company
002263.SZ,*ST东南,浙江,塑料,浙江大东南股份有限公司,2008-07-28,Company
002264.SZ,新华都,福建,超市连锁,新华都购物广场股份有限公司,2008-07-31,Company
002265.SZ,西仪股份,云南,汽车配件,云南西仪工业股份有限公司,2008-08-06,Company
002266.SZ,浙富控股,浙江,电气设备,浙富控股集团股份有限公司,2008-08-06,Company
002267.SZ,陕天然气,陕西,供气供热,陕西省天然气股份有限公司,2008-08-13,Company
002268.SZ,卫士通,四川,软件服务,成都卫士通信息产业股份有限公司,2008-08-11,Company
002269.SZ,美邦服饰,上海,服饰,上海美特斯邦威服饰股份有限公司,2008-08-28,Company
002270.SZ,华明装备,山东,电气设备,华明电力装备股份有限公司,2008-09-05,Company
002271.SZ,东方雨虹,北京,其他建材,北京东方雨虹防水技术股份有限公司,2008-09-10,Company
002272.SZ,川润股份,四川,机械基件,四川川润股份有限公司,2008-09-19,Company
002273.SZ,水晶光电,浙江,元器件,浙江水晶光电科技股份有限公司,2008-09-19,Company
002274.SZ,华昌化工,江苏,农药化肥,江苏华昌化工股份有限公司,2008-09-25,Company
002275.SZ,桂林三金,广西,中成药,桂林三金药业股份有限公司,2009-07-10,Company
002276.SZ,万马股份,浙江,电气设备,浙江万马股份有限公司,2009-07-10,Company
002277.SZ,友阿股份,湖南,百货,湖南友谊阿波罗商业股份有限公司,2009-07-17,Company
002278.SZ,神开股份,上海,化工机械,上海神开石油化工装备股份有限公司,2009-08-11,Company
002279.SZ,久其软件,北京,软件服务,北京久其软件股份有限公司,2009-08-11,Company
002280.SZ,联络互动,浙江,软件服务,杭州联络互动信息科技股份有限公司,2009-08-21,Company
002281.SZ,光迅科技,湖北,通信设备,武汉光迅科技股份有限公司,2009-08-21,Company
002282.SZ,博深股份,河北,轻工机械,博深股份有限公司,2009-08-21,Company
002283.SZ,天润工业,山东,汽车配件,天润工业技术股份有限公司,2009-08-21,Company
002284.SZ,亚太股份,浙江,汽车配件,浙江亚太机电股份有限公司,2009-08-28,Company
002285.SZ,世联行,深圳,房产服务,深圳世联行集团股份有限公司,2009-08-28,Company
002286.SZ,保龄宝,山东,食品,保龄宝生物股份有限公司,2009-08-28,Company
002287.SZ,奇正藏药,西藏,中成药,西藏奇正藏药股份有限公司,2009-08-28,Company
002288.SZ,超华科技,广东,元器件,广东超华科技股份有限公司,2009-09-03,Company
002289.SZ,*ST宇顺,深圳,元器件,深圳市宇顺电子股份有限公司,2009-09-03,Company
002290.SZ,*ST中科,江苏,家用电器,苏州中科创新型材料股份有限公司,2009-09-03,Company
002291.SZ,星期六,广东,服饰,星期六股份有限公司,2009-09-03,Company
002292.SZ,奥飞娱乐,广东,影视音像,奥飞娱乐股份有限公司,2009-09-10,Company
002293.SZ,罗莱生活,江苏,纺织,罗莱生活科技股份有限公司,2009-09-10,Company
002294.SZ,信立泰,深圳,化学制药,深圳信立泰药业股份有限公司,2009-09-10,Company
002295.SZ,精艺股份,广东,铜,广东精艺金属股份有限公司,2009-09-29,Company
002296.SZ,辉煌科技,河南,通信设备,河南辉煌科技股份有限公司,2009-09-29,Company
002297.SZ,博云新材,湖南,矿物制品,湖南博云新材料股份有限公司,2009-09-29,Company
002298.SZ,中电兴发,安徽,软件服务,安徽中电兴发与鑫龙科技股份有限公司,2009-09-29,Company
002299.SZ,圣农发展,福建,农业综合,福建圣农发展股份有限公司,2009-10-21,Company
002300.SZ,太阳电缆,福建,电气设备,福建南平太阳电缆股份有限公司,2009-10-21,Company
002301.SZ,齐心集团,深圳,文教休闲,深圳齐心集团股份有限公司,2009-10-21,Company
002302.SZ,西部建设,新疆,水泥,中建西部建设股份有限公司,2009-11-03,Company
002303.SZ,美盈森,深圳,造纸,美盈森集团股份有限公司,2009-11-03,Company
002304.SZ,洋河股份,江苏,白酒,江苏洋河酒厂股份有限公司,2009-11-06,Company
002305.SZ,南国置业,湖北,区域地产,南国置业股份有限公司,2009-11-06,Company
002306.SZ,ST云网,北京,酒店餐饮,中科云网科技集团股份有限公司,2009-11-11,Company
002307.SZ,北新路桥,新疆,建筑工程,新疆北新路桥集团股份有限公司,2009-11-11,Company
002308.SZ,威创股份,广东,IT设备,威创集团股份有限公司,2009-11-27,Company
002309.SZ,中利集团,江苏,电气设备,江苏中利集团股份有限公司,2009-11-27,Company
002310.SZ,东方园林,北京,建筑工程,北京东方园林环境股份有限公司,2009-11-27,Company
002311.SZ,海大集团,广东,饲料,广东海大集团股份有限公司,2009-11-27,Company
002312.SZ,三泰控股,四川,化工原料,成都三泰控股集团股份有限公司,2009-12-03,Company
002313.SZ,日海智能,深圳,通信设备,日海智能科技股份有限公司,2009-12-03,Company
002314.SZ,南山控股,深圳,区域地产,深圳市新南山控股(集团)股份有限公司,2009-12-03,Company
002315.SZ,焦点科技,江苏,互联网,焦点科技股份有限公司,2009-12-09,Company
002316.SZ,亚联发展,深圳,软件服务,深圳亚联发展科技股份有限公司,2009-12-09,Company
002317.SZ,众生药业,广东,中成药,广东众生药业股份有限公司,2009-12-11,Company
002318.SZ,久立特材,浙江,特种钢,浙江久立特材科技股份有限公司,2009-12-11,Company
002319.SZ,*ST乐通,广东,染料涂料,珠海市乐通化工股份有限公司,2009-12-11,Company
002320.SZ,海峡股份,海南,水运,海南海峡航运股份有限公司,2009-12-16,Company
002321.SZ,华英农业,河南,农业综合,河南华英农业发展股份有限公司,2009-12-16,Company
002322.SZ,理工环科,浙江,软件服务,宁波理工环境能源科技股份有限公司,2009-12-18,Company
002323.SZ,*ST百特,江苏,建筑工程,江苏雅百特科技股份有限公司,2009-12-18,Company
002324.SZ,普利特,上海,塑料,上海普利特复合材料股份有限公司,2009-12-18,Company
002325.SZ,洪涛股份,深圳,装修装饰,深圳洪涛集团股份有限公司,2009-12-22,Company
002326.SZ,永太科技,浙江,化工原料,浙江永太科技股份有限公司,2009-12-22,Company
002327.SZ,富安娜,深圳,纺织,深圳市富安娜家居用品股份有限公司,2009-12-30,Company
002328.SZ,新朋股份,上海,汽车配件,上海新朋实业股份有限公司,2009-12-30,Company
002329.SZ,皇氏集团,广西,乳制品,皇氏集团股份有限公司,2010-01-06,Company
002330.SZ,得利斯,山东,食品,山东得利斯食品股份有限公司,2010-01-06,Company
002331.SZ,皖通科技,安徽,软件服务,安徽皖通科技股份有限公司,2010-01-06,Company
002332.SZ,仙琚制药,浙江,生物制药,浙江仙琚制药股份有限公司,2010-01-12,Company
002333.SZ,*ST罗普,江苏,铝,苏州罗普斯金铝业股份有限公司,2010-01-12,Company
002334.SZ,英威腾,深圳,电气设备,深圳市英威腾电气股份有限公司,2010-01-13,Company
002335.SZ,科华恒盛,福建,电气设备,科华恒盛股份有限公司,2010-01-13,Company
002336.SZ,*ST人乐,深圳,超市连锁,人人乐连锁商业集团股份有限公司,2010-01-13,Company
002337.SZ,赛象科技,天津,化工机械,天津赛象科技股份有限公司,2010-01-15,Company
002338.SZ,奥普光电,吉林,电器仪表,长春奥普光电技术股份有限公司,2010-01-15,Company
002339.SZ,积成电子,山东,电气设备,积成电子股份有限公司,2010-01-22,Company
002340.SZ,格林美,深圳,小金属,格林美股份有限公司,2010-01-22,Company
002341.SZ,新纶科技,深圳,化工原料,深圳市新纶科技股份有限公司,2010-01-22,Company
002342.SZ,巨力索具,河北,机械基件,巨力索具股份有限公司,2010-01-26,Company
002343.SZ,慈文传媒,浙江,影视音像,慈文传媒股份有限公司,2010-01-26,Company
002344.SZ,海宁皮城,浙江,商品城,海宁中国皮革城股份有限公司,2010-01-26,Company
002345.SZ,潮宏基,广东,服饰,广东潮宏基实业股份有限公司,2010-01-28,Company
002346.SZ,柘中股份,上海,电气设备,上海柘中集团股份有限公司,2010-01-28,Company
002347.SZ,泰尔股份,安徽,机械基件,泰尔重工股份有限公司,2010-01-28,Company
002348.SZ,高乐股份,广东,文教休闲,广东高乐股份有限公司,2010-02-03,Company
002349.SZ,精华制药,江苏,中成药,精华制药集团股份有限公司,2010-02-03,Company
002350.SZ,北京科锐,北京,电气设备,北京科锐配电自动化股份有限公司,2010-02-03,Company
002351.SZ,漫步者,深圳,IT设备,深圳市漫步者科技股份有限公司,2010-02-05,Company
