name,holderId:ID(Holder),:LABEL
黄波衡,374,Holder
黄楚彬,375,Holder
许育峰,376,Holder
深圳人力资源和社会保障局,377,Holder
深圳深铁时代实业发展,378,Holder
刘建琪,379,Holder
杨逸尘,380,Holder
韩金文,381,Holder
张玲,382,Holder
深圳华强,383,Holder
杨林,384,Holder
中兴新通讯,385,Holder
北方工业科技,386,Holder
江苏悦达,387,Holder
西安北方惠安化学工业,388,Holder
王文霞,389,Holder
靳晓齐,390,Holder
天津中辰番茄制品,391,Holder
中车长春轨道客车,392,Holder
中车株洲电力机车,393,Holder
中国北方工业,394,Holder
上海浦东发展银行,395,Holder
孙伟,396,Holder
徐建东,397,Holder
杭州阿特夏木投资管理,398,Holder
方文艳,399,Holder
张海涛,400,Holder
深圳华融泰资产管理,401,Holder
陈进平,402,Holder
周奇,403,Holder
高玫,404,Holder
高晓莉,405,Holder
罗卫东,406,Holder
姚淼,407,Holder
左敏,408,Holder
张廷云,409,Holder
黎朗威,410,Holder
何乔,411,Holder
深圳华侨城资本投资管理,412,Holder
深圳华侨城回购专用证券账户,413,Holder
北京诚通金控投资,414,Holder
全国社保基金四零三组合,415,Holder
兴业银行,416,Holder
五矿企荣,417,Holder
陈传荣,418,Holder
长城证券,419,Holder
戴荣,420,Holder
汉国三和,421,Holder
阴陶,422,Holder
王雨辰,423,Holder
中国通广电子,424,Holder
孔宪俊,425,Holder
张超,426,Holder
深圳海王,427,Holder
史晓明,428,Holder
刘占军,429,Holder
吴文选,430,Holder
周国祥,431,Holder
深圳盐田港,432,Holder
嘉实基金,433,Holder
广发基金,434,Holder
深圳机场,435,Holder
GIC PRIVATE LIMITED,436,Holder
安本标准投资管理,437,Holder
郑丽雅,438,Holder
大成价值增长证券投资基金,439,Holder
厦门国际信托,440,Holder
国泰君安证券资管,441,Holder
深圳高新投,442,Holder
嘉兴硅谷天堂恒智投资合伙企业,443,Holder
李鹏,444,Holder
上海闵行联合发展,445,Holder
深圳广聚投资控股,446,Holder
蔡世潮,447,Holder
深圳利嘉商业管理,448,Holder
东莞泓星创业投资,449,Holder
深圳前海康永盛供应链,450,Holder
钟俊勇,451,Holder
黄木标,452,Holder
上海物业管理事务中心,453,Holder
连晓燕,454,Holder
中国中海直,455,Holder
吴晓锋,456,Holder
李涛,457,Holder
王华锋,458,Holder
中国北方航空,459,Holder
李京淑,460,Holder
徐伟恩,461,Holder
惠州投资开发,462,Holder
星宇企业,463,Holder
TCL,464,Holder
惠州投资控股,465,Holder
西藏天丰企业管理,466,Holder
李东生及其,467,Holder
宜华企业,468,Holder
深圳前海新富阳实业,469,Holder
林正刚,470,Holder
中国成套设备进出口,471,Holder
邓兰,472,Holder
国家开发投资,473,Holder
招商银行,474,Holder
邢念健,475,Holder
沈宏良,476,Holder
邱东,477,Holder
王新强,478,Holder
肖文琴,479,Holder
安徽无为制药厂,480,Holder
胡海洋,481,Holder
胡国华,482,Holder
沈向红,483,Holder
谭益洋,484,Holder
安信证券约定购回专用账户,485,Holder
长城国融投资管理,486,Holder
安徽丰原,487,Holder
安徽马鞍山生物化学制药厂,488,Holder
安徽蚌埠涂山制药厂,489,Holder
李若霜,490,Holder
四川能源投资,491,Holder
马美露,492,Holder
徐功荣,493,Holder
四川能投资本控股,494,Holder
成都聚兴瑞隆商务服务合伙企业,495,Holder
成都百合正信信息技术合伙企业,496,Holder
成都万年长青企业管理合伙企业,497,Holder
四川发展,498,Holder
四川化工控股,499,Holder
钱克佳,500,Holder
海南华控实业投资,501,Holder
华数数字电视传媒,502,Holder
杭州云溪投资合伙企业,503,Holder
东方星空创业投资,504,Holder
方晓文,505,Holder
浙江发展资产经营,506,Holder
全国社保基金四,507,Holder
中国人民财产保险,508,Holder
湖南人民政府国有资产监督管理委员会,509,Holder
中联重科回购专用证券账户,510,Holder
长沙合盛科技投资,511,Holder
智真国际,512,Holder
长沙,513,Holder
中航信托,514,Holder
北京北明伟业控股,515,Holder
林芝腾讯投资管理,516,Holder
北京万峰嘉晔投资管理中心,517,Holder
深圳神华投资,518,Holder
北京万峰嘉华投资管理中心,519,Holder
汇天泽投资,520,Holder
石家庄常山纺织,521,Holder
应华江,522,Holder
李锋,523,Holder
郑东信,524,Holder
李秋桂,525,Holder
乾泰中晟股权投资,526,Holder
伍文彬,527,Holder
虞文彬,528,Holder
张源,529,Holder
杨溢,530,Holder
孙晓芳,531,Holder
尤小玲,532,Holder
王良标,533,Holder
胡孟军,534,Holder
上海久事,535,Holder
新疆金融投资,536,Holder
中国建银投资,537,Holder
中央汇金投资,538,Holder
中国光大,539,Holder
江苏盛虹科技,540,Holder
江苏吴江丝绸,541,Holder
苏州吴江东方国有资本投资经营,542,Holder
国开发展基金,543,Holder
周震华,544,Holder
江苏鹰翔化纤,545,Holder
马秀梅,546,Holder
徐小妹,547,Holder
方洪波,548,Holder
黄健,549,Holder
袁利群,550,Holder
栗建伟,551,Holder
美的控股,552,Holder
加拿大年金计划投资委员会,553,Holder
MERRILL LYNCH INTERNATIONAL,554,Holder
潍柴控股,555,Holder
潍坊投资,556,Holder
奥地利IVM技术咨询维也纳,557,Holder
山东企业托管经营,558,Holder
谭旭光,559,Holder
许继,560,Holder
冀东发展,561,Holder
北京金隅,562,Holder
董敏,563,Holder
汇添富基金管理,564,Holder
长城人寿保险,565,Holder
和谐健康保险,566,Holder
北京金融街投资,567,Holder
富邦人寿保险,568,Holder
杭州浙民投天弘投资合伙企业,569,Holder
深圳航运健康科技,570,Holder
中国信达资产管理,571,Holder
浙江民营企业联合投资,572,Holder
基本养老保险基金三零九组合,573,Holder
程子春,574,Holder
费占军,575,Holder
天津红翰科技,576,Holder
杭州浙民投实业,577,Holder
郑达,578,Holder
王凤芹,579,Holder
袁建忠,580,Holder
四川长虹电器,581,Holder
绵阳科技城发展投资,582,Holder
马国斌,583,Holder
景德镇国资运营投资控股,584,Holder
郑泉,585,Holder
林德清,586,Holder
山东胜利投资,587,Holder
广州润铠胜投资,588,Holder
阳光人寿保险,589,Holder
孙冠杰,590,Holder
闫长勇,591,Holder
无锡亿利大机械,592,Holder
杨燕萍,593,Holder
平安资产,594,Holder
山东普华项目管理,595,Holder
国通信托,596,Holder
肖永明,597,Holder
西藏藏格创业投资,598,Holder
四川永鸿实业,599,Holder
北京联达时代投资,600,Holder
李明,601,Holder
杨平,602,Holder
宁波星通投资管理,603,Holder
秦皇岛宏兴钢铁,604,Holder
兖矿,605,Holder
山东国有资产投资控股,606,Holder
北京志开投资管理,607,Holder
东海基金,608,Holder
池州东方辰天贸易,609,Holder
山东地矿测绘院,610,Holder
杨琴秀,611,Holder
齐兵,612,Holder
莱州东海神龙投资,613,Holder
中国光大银行沈阳分行,614,Holder
沈阳机床破产企业财产处置专用账户,615,Holder
中国通用技术控股,616,Holder
中国进出口银行辽宁分行,617,Holder
兴业资产管理,618,Holder
沈阳盛京资产管理,619,Holder
交通银行辽宁分行,620,Holder
上海浦东发展银行沈阳分行,621,Holder
中国工商银行辽宁分行,622,Holder
国家开发银行,623,Holder
迪佛电信,624,Holder
许建妹,625,Holder
刘丽萍,626,Holder
杭州实业投资,627,Holder
基本养老保险基金九零三组合,628,Holder
吕平,629,Holder
浙江国际贸易,630,Holder
华润医药商业,631,Holder
浙江华辰投资发展,632,Holder
石家庄宝石电子,633,Holder
上海辉懋企业管理,634,Holder
深圳泰安尔信息技术,635,Holder
昆山开发区国投控股,636,Holder
林南光,637,Holder
叶亚君,638,Holder
东旭光电科技,639,Holder
北信瑞丰基金,640,Holder
天津燕山股权投资基金,641,Holder
深圳兴航融投股权投资基金合伙企业,642,Holder
海航资本,643,Holder
天津通万投资合伙企业,644,Holder
西藏瑞华资本管理,645,Holder
广州城投投资,646,Holder
上海贝御信息技术,647,Holder
中加基金,648,Holder
中信建投基金,649,Holder
宁波梅山保税港区德通顺和投资管理,650,Holder
周建国,651,Holder
浙江慧炬投资管理,652,Holder
王月仙,653,Holder
刘彤,654,Holder
富庶,655,Holder
李学锋,656,Holder
刘晓红,657,Holder
孙贤明,658,Holder
钟幸华,659,Holder
合肥建设投资控股,660,Holder
西安顺时来百货,661,Holder
上海喜世润投资管理,662,Holder
颐和银丰投资管理,663,Holder
方永中,664,Holder
崔铭,665,Holder
彭朵花,666,Holder
长沙通程实业,667,Holder
湖南天辰建设,668,Holder
李志鹤,669,Holder
湖南星电,670,Holder
李怡名,671,Holder
朱小妹,672,Holder
丁碧霞,673,Holder
殷永志,674,Holder
陶美英,675,Holder
长沙水业,676,Holder
上海方大投资管理,677,Holder
吉林化纤,678,Holder
吉林国有资本发展控股,679,Holder
财通基金,680,Holder
吉林化纤福润德纺织,681,Holder
吉林九富资产经营管理,682,Holder
封艳,683,Holder
肖志军,684,Holder
刘大生,685,Holder
南京公用控股,686,Holder
南京城建设投资控股,687,Holder
南京高淳港华燃气,688,Holder
胡志平,689,Holder
上海强生,690,Holder
大众交通,691,Holder
李文,692,Holder
周振宇,693,Holder
鲍洪,694,Holder
汪素香,695,Holder
王延峰,696,Holder
湖北宜化,697,Holder
湖北恒信盈加投资合伙企业,698,Holder
代德明,699,Holder
湖北永阳投资管理,700,Holder
赵四利,701,Holder
袁建良,702,Holder
浙江源恒经贸发展,703,Holder
戴建斌,704,Holder
虞荣方,705,Holder
华润东阿阿胶,706,Holder
华润医药投资,707,Holder
东阿阿胶回购专用证券账户,708,Holder
瑞银资产管理,709,Holder
华鑫国际信托,710,Holder
湖州泰元投资合伙企业,711,Holder
湖州泰熙投资合伙企业,712,Holder
徐工工程机械,713,Holder
湖州盈灿投资合伙企业,714,Holder
内蒙古兴业,715,Holder
甘肃西北矿业,716,Holder
赤峰富龙公用,717,Holder
华天实业控股,718,Holder
湖南华信恒源股权投资企业,719,Holder
姜雅芳,720,Holder
邓彩琼,721,Holder
贾云鹏,722,Holder
张朝阳,723,Holder
深圳昭阳投资管理,724,Holder
王慧荣,725,Holder
林海文,726,Holder
杨克,727,Holder
广东交通,728,Holder
广东公路建设,729,Holder
亚东复星亚联投资,730,Holder
西藏赢悦投资管理,731,Holder
广东高速公路,732,Holder
东方证券,733,Holder
冯梧初,734,Holder
张家界经济发展投资,735,Holder
张家界武陵源旅游产业发展,736,Holder
深圳益田,737,Holder
张家界国家森林公园管理处,738,Holder
国机资本控股,739,Holder
诺德基金,740,Holder
张家界土地房产开发,741,Holder
高勇,742,Holder
金东投资,743,Holder
晨鸣控股,744,Holder
陈穗强,745,Holder
陈洪国,746,Holder
领航投资澳洲,747,Holder
李万峰,748,Holder
光大永明人寿保险,749,Holder
山东高速投资控股,750,Holder
齐鲁交通发展,751,Holder
山东高速,752,Holder
武汉商联,753,Holder
周志聪,754,Holder
武汉汉通投资,755,Holder
武汉金融控股,756,Holder
武汉武商,757,Holder
武汉国有资产经营,758,Holder
达孜银泰商业发展,759,Holder
浙江银泰百货,760,Holder
广州天誉控股,761,Holder
上海庞增投资管理中心,762,Holder
福建晟联辉投资,763,Holder
俞盛,764,Holder
谢慧明,765,Holder
潘光明,766,Holder
深圳瑞华丰实业,767,Holder
纪正祥,768,Holder
董博,769,Holder
山东国际信托,770,Holder
姜渭滨,771,Holder
李雪红,772,Holder
马如仁,773,Holder
黄百询,774,Holder
王建林,775,Holder
姚向军,776,Holder
中海恒实业发展,777,Holder
李晓飞,778,Holder
于志坚,779,Holder
德清庆弘投资管理,780,Holder
刘荣赠,781,Holder
上海和平大宗股权投资基金管理,782,Holder
重庆信三威投资咨询中心,783,Holder
吕丽仙,784,Holder
陈昇,785,Holder
深圳霖泽投资,786,Holder
林亚圆,787,Holder
李宝珍,788,Holder
倪再潮,789,Holder
湖南财信产业基金管理,790,Holder
王更生,791,Holder
北京粮食,792,Holder
北京国有资本经营管理中心,793,Holder
国开金融,794,Holder
鑫牛润瀛股权投资基金管理,795,Holder
王暨钟,796,Holder
梅建英,797,Holder
张晓霞,798,Holder
王小星,799,Holder
招商基金,800,Holder
何雪梅,801,Holder
宁波冉盛盛远投资管理合伙企业,802,Holder
宁波梅山保税港区冉盛盛昌投资管理合伙企业,803,Holder
共青城蕴沣资产管理,804,Holder
杭州汇成,805,Holder
杨美凤,806,Holder
牟海鹏,807,Holder
李红,808,Holder
马立晓,809,Holder
黄史坪,810,Holder
瞰道资本投资管理,811,Holder
陈志强,812,Holder
珠海教育基金会,813,Holder
珠海港控股,814,Holder
珠海华金领创基金管理,815,Holder
中央企业贫困地区产业投资基金,816,Holder
珠海科技奖劢基金会,817,Holder
王海榕,818,Holder
吴民,819,Holder
莫家碧,820,Holder
王树,821,Holder
西藏麦田创业投资,822,Holder
青岛通产橡胶制品,823,Holder
中国银河证券,824,Holder
定远德轮投资,825,Holder
何迟,826,Holder
赵霄,827,Holder
南充天益资产投资管理,828,Holder
蔡德山,829,Holder
唐春山,830,Holder
南充城镇工业合作联社,831,Holder
张维东,832,Holder
刘江东,833,Holder
四川金海马实业,834,Holder
德阳国有资产经营,835,Holder
汉龙实业发展,836,Holder
华创证券,837,Holder
黄鑫,838,Holder
黄忠林,839,Holder
何建平,840,Holder
刘效敏,841,Holder
中国华融资产管理,842,Holder
健康元药业,843,Holder
广州保科力贸易,844,Holder
深圳海滨制药,845,Holder
重庆城建设投资,846,Holder
陈泽钦,847,Holder
神威医药科技,848,Holder
张红艳,849,Holder
柳州兆瑞商贸,850,Holder
张兴权,851,Holder
华泰证券,852,Holder
王帅,853,Holder
潘峰,854,Holder
广东粤财信托,855,Holder
陕西世纪新元商业管理,856,Holder
申华控股,857,Holder
曹鹤玲,858,Holder
深圳元帆信息咨询,859,Holder
西安国际医学投资回购专用证券账户,860,Holder
西安商业科技开发,861,Holder
泰达宏利基金,862,Holder
高原,863,Holder
苗琼卉,864,Holder
汪静,865,Holder
王久芳,866,Holder
荣安,867,Holder
深圳新海投资控股,868,Holder
刘少明,869,Holder
宁波舟山港,870,Holder
宫和霞,871,Holder
蒋赛华,872,Holder
林京钢,873,Holder
王洪明,874,Holder
昆山创业投资,875,Holder
郁琴芬,876,Holder
赵龙,877,Holder
徐瑞康,878,Holder
张惠丰,879,Holder
广州盛景投资,880,Holder
陈建国,881,Holder
许稚,882,Holder
华樱,883,Holder
北京基础设施投资,884,Holder
上海大策创业投资合伙企业,885,Holder
北京金万众科技发展,886,Holder
中国兵工物资,887,Holder
江南工业,888,Holder
王四清,889,Holder
吉林江北机械制造,890,Holder
豫西工业,891,Holder
山东特种工业,892,Holder
山西黄河股权投资管理,893,Holder
长治南烨实业,894,Holder
天津顺航海运,895,Holder
合肥产业投资控股,896,Holder
长虹贸易,897,Holder
CAO SHENGCHUN,898,Holder
辉立证券,899,Holder
广州浪奇实业,900,Holder
林秋怀,901,Holder
蒋文碧,902,Holder
胡招娣,903,Holder
王炽旭,904,Holder
程裕民,905,Holder
吴炎汉,906,Holder
郑丽慧,907,Holder
广州国资发展控股,908,Holder
广州轻工工贸,909,Holder
广州证券,910,Holder
广州岭南国际企业,911,Holder
广州岭南控股,912,Holder
广州东方酒店,913,Holder
广州流花宾馆,914,Holder
广州金融控股,915,Holder
利来金,916,Holder
徐亚春,917,Holder
郑烘,918,Holder
韩朔,919,Holder
雷美玲,920,Holder
南京紫金投资,921,Holder
南京红太阳,922,Holder
叶诗琳,923,Holder
石晶波,924,Holder
南京第,925,Holder
赵君,926,Holder
红太阳,927,Holder
杨寿海,928,Holder
李兴华,929,Holder
陈慧,930,Holder
西藏紫光卓远股权投资,931,Holder
北京紫光通信科技,932,Holder
天津安特文化传播,933,Holder
浙江台州椰林湾投资策划,934,Holder
广西柳工,935,Holder
牟柏霖,936,Holder
陈辉,937,Holder
鹤山今顺贸易,938,Holder
陈锡亮,939,Holder
刘保瑶,940,Holder
鹤山毛纺织总厂床上用品厂,941,Holder
广东畜禽生产发展,942,Holder
广东丝绸纺织,943,Holder
广东广弘资产经营,944,Holder
崔丽舒,945,Holder
鹤山宏科贸易,946,Holder
陈献贤,947,Holder
SANYO ELECTRIC CO LTD,948,Holder
张素芬,949,Holder
林镇铭,950,Holder
大连工业发展投资,951,Holder
薛红,952,Holder
李晓华,953,Holder
陈乃盛,954,Holder
大连冰山,955,Holder
周东海,956,Holder
广州开发区金融控股,957,Holder
广州发展电力企业,958,Holder
广州高新区投资,959,Holder
广州黄电投资,960,Holder
广州港,961,Holder
张武,962,Holder
马玉祥,963,Holder
王廷伟,964,Holder
赵向东,965,Holder
珠海金控股权投资基金管理,966,Holder
华金资产管理,967,Holder
珠海水务环境控股,968,Holder
力合科创,969,Holder
珠海铧创投资管理,970,Holder
珠海联基控股,971,Holder
赖荣跃,972,Holder
黄建国,973,Holder
陈泽清,974,Holder
林湘,975,Holder
广州蕙富博衍投资合伙企业,976,Holder
邵伟华,977,Holder
张明园,978,Holder
瞿耀武,979,Holder
中国银行广东分行,980,Holder
邓歌伦,981,Holder
王克民,982,Holder
东莞雁田晟盈实业投资,983,Holder
万泽,984,Holder
江西赣江融创投资,985,Holder
李敏仙,986,Holder
汕头电力开发,987,Holder
张智,988,Holder
玲珑,989,Holder
中信银行,990,Holder
华泰资产管理,991,Holder
中民国际通用航空,992,Holder
福能六期,993,Holder
中国长城资产管理,994,Holder
莆田国有资产投资,995,Holder
福建电子信息产业创业投资合伙企业,996,Holder
中华映管,997,Holder
乌鲁木齐世纪恒美股权投资,998,Holder
罗瑞云,999,Holder
汪向东,1000,Holder
