:END_ID(Company),annDate:date,holderFullname:string,holdRatio:double,:START_ID(Holder),:TYPE
000001.SZ,2020-04-21,中国平安保险(集团)股份有限公司-集团本级-自有资金,49.56,0,top10_holder
000001.SZ,2020-04-21,香港中央结算有限公司(陆股通),8.6,1,top10_holder
000001.SZ,2020-04-21,中国平安人寿保险股份有限公司-自有资金,6.11,2,top10_holder
000001.SZ,2020-04-21,中国平安人寿保险股份有限公司-传统-普通保险产品,2.27,2,top10_holder
000001.SZ,2020-04-21,中国证券金融股份有限公司,2.21,3,top10_holder
000001.SZ,2020-04-21,中央汇金资产管理有限责任公司,1.11,4,top10_holder
000001.SZ,2020-04-21,深圳中电投资股份有限公司,0.84,5,top10_holder
000001.SZ,2020-04-21,河南鸿宝企业管理有限公司,0.53,6,top10_holder
000001.SZ,2020-04-21,全国社保基金一一七组合,0.49,7,top10_holder
000001.SZ,2020-04-21,交通银行-易方达50指数证券投资基金,0.31,8,top10_holder
000002.SZ,2020-04-28,深圳市地铁集团有限公司,28.69,9,top10_holder
000002.SZ,2020-04-28,香港中央结算(代理人)有限公司,13.96,1,top10_holder
000002.SZ,2020-04-28,香港中央结算有限公司(陆股通),4.16,1,top10_holder
000002.SZ,2020-04-28,国信证券-工商银行-国信金鹏分级1号集合资产管理计划,4.04,10,top10_holder
000002.SZ,2020-04-28,安邦人寿保险股份有限公司-保守型投资组合,2.61,11,top10_holder
000002.SZ,2020-04-28,中央汇金资产管理有限责任公司,1.68,4,top10_holder
000002.SZ,2020-04-28,招商财富-招商银行-德赢1号专项资产管理计划,1.29,12,top10_holder
000002.SZ,2020-04-28,中国证券金融股份有限公司,1.17,3,top10_holder
000002.SZ,2020-04-28,深圳市钜盛华股份有限公司,1.14,13,top10_holder
000002.SZ,2020-04-28,中国人寿保险股份有限公司-分红-个人分红-005L-FH002深,1.13,14,top10_holder
000004.SZ,2020-04-28,青岛海尔创业投资有限责任公司-群岛千帆(青岛)股权投资中心(有限合伙),2.19,15,top10_holder
000004.SZ,2020-04-28,深圳市达晨财智创业投资管理有限公司-深圳市达晨创通股权投资企业(有限合伙),2.3,16,top10_holder
000004.SZ,2020-04-28,郭训平,2.67,17,top10_holder
000004.SZ,2020-04-28,中科汇通(深圳)股权投资基金有限公司,3.05,18,top10_holder
000004.SZ,2020-04-28,中国建设银行股份有限公司-交银施罗德阿尔法核心混合型证券投资基金,3.53,19,top10_holder
000004.SZ,2020-04-28,珠海横琴普源科技合伙企业(有限合伙),6.58,20,top10_holder
000004.SZ,2020-04-28,北京中关村大河资本投资管理中心(有限合伙)-北京中关村并购母基金投资中心(有限合伙),9.23,21,top10_holder
000004.SZ,2020-04-28,彭瀛,9.88,22,top10_holder
000004.SZ,2020-04-28,深圳中农大科技投资有限公司,14.47,23,top10_holder
000004.SZ,2020-04-28,深圳市睿鸿置业发展有限公司,7.88,24,top10_holder
000004.SZ,2020-04-28,李林琳,1.57,25,top10_holder
000004.SZ,2020-04-28,顾青,3.01,26,top10_holder
000004.SZ,2020-04-28,宁波津原投资有限公司,2.48,27,top10_holder
000004.SZ,2020-04-28,谢林波,1.59,28,top10_holder
000004.SZ,2020-04-28,周建新,2.43,29,top10_holder
000004.SZ,2020-04-28,汪国新,1.79,30,top10_holder
000004.SZ,2020-04-28,深圳丰盈传褀资产管理有限公司-丰盈传褀一期,1.75,31,top10_holder
000004.SZ,2020-04-28,国华人寿保险股份有限公司-万能三号,5.01,32,top10_holder
000005.SZ,2020-04-30,深圳市博睿意碳源科技有限公司,4.53,33,top10_holder
000005.SZ,2020-04-30,陈栩,1.91,34,top10_holder
000005.SZ,2020-04-30,许培雅,1.87,35,top10_holder
000005.SZ,2020-04-30,陈振新,0.62,36,top10_holder
000005.SZ,2020-04-30,杭州环博投资有限公司,0.58,37,top10_holder
000005.SZ,2020-04-30,杭州钱江中小企业创业投资有限公司,0.41,38,top10_holder
000005.SZ,2020-04-30,上海泽添资产管理中心(有限合伙)-泽熙投资基金1号私募投资基金,0.39,39,top10_holder
000005.SZ,2020-04-30,上海勤幸投资管理中心(有限合伙),0.35,40,top10_holder
000005.SZ,2020-04-30,陈青俊,0.35,41,top10_holder
000005.SZ,2020-04-30,中国投资有限公司,17.41,42,top10_holder
000005.SZ,2020-04-30,禹宙,0.57,43,top10_holder
000005.SZ,2020-04-30,中原证券股份有限公司,0.88,44,top10_holder
000006.SZ,2020-04-30,深圳市人民政府国有资产监督管理委员会,21.93,45,top10_holder
000006.SZ,2020-04-30,深圳市资本运营集团有限公司,14.07,46,top10_holder
000006.SZ,2020-04-30,中央汇金资产管理有限责任公司,3.51,4,top10_holder
000006.SZ,2020-04-30,香港中央结算有限公司(陆股通),1.13,1,top10_holder
000006.SZ,2020-04-30,中国证券金融股份有限公司,1.08,3,top10_holder
000006.SZ,2020-04-30,廖晔,0.65,47,top10_holder
000006.SZ,2020-04-30,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,0.64,48,top10_holder
000006.SZ,2020-04-30,张德锋,0.51,49,top10_holder
000006.SZ,2020-04-30,刘瑶,0.47,50,top10_holder
000006.SZ,2020-04-30,曾运龙,0.37,51,top10_holder
000007.SZ,2020-04-30,汉富控股有限公司,21.65,52,top10_holder
000007.SZ,2020-04-30,深圳市博恒投资有限公司,10.82,53,top10_holder
000007.SZ,2020-04-30,陈卓婷,3.89,54,top10_holder
000007.SZ,2020-04-30,林昌珍,2.83,55,top10_holder
000007.SZ,2020-04-30,陆尔东,2.18,56,top10_holder
000007.SZ,2020-04-30,李强,2.13,57,top10_holder
000007.SZ,2020-04-30,李钢钢,1.37,58,top10_holder
000007.SZ,2020-04-30,南通三明时装有限公司,0.97,59,top10_holder
000007.SZ,2020-04-30,张明雪,0.79,60,top10_holder
000007.SZ,2020-04-30,阳德惠,0.7,61,top10_holder
000008.SZ,2020-04-30,中国国投高新产业投资有限公司,23.25,62,top10_holder
000008.SZ,2020-04-30,北京市海淀区国有资产投资经营有限公司,12.59,63,top10_holder
000008.SZ,2020-04-30,宋黎明,1.41,64,top10_holder
000008.SZ,2020-04-30,冯骏驹,1.12,65,top10_holder
000008.SZ,2020-04-30,青岛城投金融控股集团有限公司,1.1,66,top10_holder
000008.SZ,2020-04-30,香港中央结算有限公司(陆股通),0.86,1,top10_holder
000008.SZ,2020-04-30,全国社保基金六零四组合,0.77,67,top10_holder
000008.SZ,2020-04-30,王志全,4.13,68,top10_holder
000008.SZ,2020-04-30,鹏华资产-浦发银行-鹏华资产方圆6号资产管理计划,1.27,69,top10_holder
000008.SZ,2020-04-30,鹏华资产-浦发银行-鹏华资产金润28号资产管理计划,1.16,69,top10_holder
000009.SZ,2020-04-29,吴海涛,0.42,70,top10_holder
000009.SZ,2020-04-29,全国社保基金五零三组合,0.95,71,top10_holder
000009.SZ,2020-04-29,深圳市富安控股有限公司,11.91,72,top10_holder
000009.SZ,2020-04-29,深圳市宝安区投资管理有限公司,5.57,73,top10_holder
000009.SZ,2020-04-29,李松强,4.95,74,top10_holder
000009.SZ,2020-04-29,香港中央结算有限公司(陆股通),0.92,1,top10_holder
000009.SZ,2020-04-29,市房地产建设开发公司,0.86,75,top10_holder
000009.SZ,2020-04-29,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,0.81,48,top10_holder
000009.SZ,2020-04-29,全国社保基金一一八组合,0.71,7,top10_holder
000009.SZ,2020-04-29,中国建设银行股份有限公司-华夏能源革新股票型证券投资基金,0.65,19,top10_holder
000009.SZ,2020-04-29,李念彪,0.43,76,top10_holder
000009.SZ,2020-04-29,聂仁和,0.82,77,top10_holder
000009.SZ,2020-04-29,欧阳学荣,0.69,78,top10_holder
000010.SZ,2020-04-30,博正资本投资有限公司,1.84,79,top10_holder
000010.SZ,2020-04-30,佳源创盛控股集团有限公司,14.57,80,top10_holder
000010.SZ,2020-04-30,红信鼎通资本管理有限公司,5.43,81,top10_holder
000010.SZ,2020-04-30,江阴鑫诚业展投资管理企业(有限合伙),4.77,82,top10_holder
000010.SZ,2020-04-30,保达投资管理(平潭)有限公司,4.63,83,top10_holder
000010.SZ,2020-04-30,信达投资有限公司,3.51,84,top10_holder
000010.SZ,2020-04-30,刘艳,3.08,85,top10_holder
000010.SZ,2020-04-30,太平洋证券股份有限公司,3.0,86,top10_holder
000010.SZ,2020-04-30,孙财亮,2.77,87,top10_holder
000010.SZ,2020-04-30,新余瑞达投资有限公司,2.59,88,top10_holder
000011.SZ,2020-04-30,深圳市投资控股有限公司,57.96,89,top10_holder
000011.SZ,2020-04-30,中国东方资产管理股份有限公司,5.87,90,top10_holder
000011.SZ,2020-04-30,段少腾,0.32,91,top10_holder
000011.SZ,2020-04-30,深圳市免税商品企业有限公司,0.29,92,top10_holder
000011.SZ,2020-04-30,杨耀初,0.24,93,top10_holder
000011.SZ,2020-04-30,李京,0.23,94,top10_holder
000011.SZ,2020-04-30,汕头市置业合信有限公司,0.23,95,top10_holder
000011.SZ,2020-04-30,兴业证券股份有限公司-博道久航混合型证券投资基金,0.21,96,top10_holder
000011.SZ,2020-04-30,麦富容,0.2,97,top10_holder
000011.SZ,2020-04-30,中国建设银行股份有限公司-长城量化小盘股票型证券投资基金,0.18,19,top10_holder
000012.SZ,2020-04-30,VANGUARD EMERGING MARKETS STOCK INDEX FUND,0.62,98,top10_holder
000012.SZ,2020-04-30,前海人寿保险股份有限公司-海利年年,15.01,99,top10_holder
000012.SZ,2020-04-30,前海人寿保险股份有限公司-万能型保险产品,3.81,99,top10_holder
000012.SZ,2020-04-30,前海人寿保险股份有限公司-自有资金,2.08,99,top10_holder
000012.SZ,2020-04-30,中国银河国际证券(香港)有限公司,1.33,100,top10_holder
000012.SZ,2020-04-30,中山润田投资有限公司,2.79,101,top10_holder
000012.SZ,2020-04-30,中央汇金资产管理有限责任公司,1.86,4,top10_holder
000012.SZ,2020-04-30,香港中央结算有限公司(陆股通),1.8,1,top10_holder
000012.SZ,2020-04-30,招商证券香港有限公司,1.05,102,top10_holder
000012.SZ,2020-04-30,深国际控股(深圳)有限公司,0.94,103,top10_holder
000012.SZ,2020-04-30,UBS AG,1.14,104,top10_holder
000012.SZ,2020-04-30,深圳市钜盛华股份有限公司,2.79,13,top10_holder
000014.SZ,2020-04-25,深业沙河(集团)有限公司,34.02,105,top10_holder
000014.SZ,2020-04-25,李剑霆,1.51,106,top10_holder
000014.SZ,2020-04-25,张沐城,1.09,107,top10_holder
000014.SZ,2020-04-25,彭凌云,0.99,108,top10_holder
000014.SZ,2020-04-25,洪祖芳,0.89,109,top10_holder
000014.SZ,2020-04-25,张丽萍,0.71,110,top10_holder
000014.SZ,2020-04-25,深圳市茂安源投资有限公司,0.52,111,top10_holder
000014.SZ,2020-04-25,杨全玉,0.5,112,top10_holder
000014.SZ,2020-04-25,林汉腾,0.41,113,top10_holder
000014.SZ,2020-04-25,陈忠民,0.38,114,top10_holder
000016.SZ,2020-04-30,华侨城集团有限公司,21.75,115,top10_holder
000016.SZ,2020-04-30,中信证券经纪(香港)有限公司,7.56,116,top10_holder
000016.SZ,2020-04-30,国元证券经纪(香港)有限公司,2.47,117,top10_holder
000016.SZ,2020-04-30,HOLY TIME GROUP LIMITED,2.33,118,top10_holder
000016.SZ,2020-04-30,"GAOLING FUND,L.P.",2.19,119,top10_holder
000016.SZ,2020-04-30,华夏人寿保险股份有限公司-自有资金,2.12,120,top10_holder
000016.SZ,2020-04-30,NAM NGAI,0.92,121,top10_holder
000016.SZ,2020-04-30,招商证券香港有限公司,0.83,102,top10_holder
000016.SZ,2020-04-30,Haitong International Securities Company Limited-Account Client,0.52,122,top10_holder
000016.SZ,2020-04-30,SPDR Portfolio Emerging Markets ETF,0.46,123,top10_holder
000017.SZ,2020-04-30,深圳市国晟能源投资发展有限公司,11.52,124,top10_holder
000017.SZ,2020-04-30,大华继显(香港)有限公司,2.89,125,top10_holder
000017.SZ,2020-04-30,国信证券(香港)经纪有限公司,2.52,126,top10_holder
000017.SZ,2020-04-30,申万宏源证券(香港)有限公司,1.2,127,top10_holder
000017.SZ,2020-04-30,李惠丽,0.71,128,top10_holder
000017.SZ,2020-04-30,徐洪波,0.58,129,top10_holder
000017.SZ,2020-04-30,葛志琼,0.56,130,top10_holder
000017.SZ,2020-04-30,招商证券香港有限公司,0.53,102,top10_holder
000017.SZ,2020-04-30,深圳中华自行车(集团)股份有限公司破产企业财产处置专用账户,0.47,131,top10_holder
000017.SZ,2020-04-30,吴小萍,0.36,132,top10_holder
000019.SZ,2020-04-28,王淑贞,0.12,133,top10_holder
000019.SZ,2020-04-28,深圳市食品集团有限公司,63.79,134,top10_holder
000019.SZ,2020-04-28,深圳市农产品集团股份有限公司,8.23,135,top10_holder
000019.SZ,2020-04-28,上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金,0.87,136,top10_holder
000019.SZ,2020-04-28,孙慧明,0.3,137,top10_holder
000019.SZ,2020-04-28,王庆和,0.29,138,top10_holder
000019.SZ,2020-04-28,林俊波,0.26,139,top10_holder
000019.SZ,2020-04-28,香港中央结算有限公司(陆股通),0.2,1,top10_holder
000019.SZ,2020-04-28,胡祥主,0.19,140,top10_holder
000019.SZ,2020-04-28,中央汇金资产管理有限责任公司,0.13,4,top10_holder
000019.SZ,2020-04-28,蔡聪达,0.09,141,top10_holder
000019.SZ,2020-04-28,深圳市福德国有资本运营有限公司,63.79,142,top10_holder
000019.SZ,2020-04-28,李雍棋,0.1,143,top10_holder
000019.SZ,2020-04-28,钟振鑫,0.09,144,top10_holder
000019.SZ,2020-04-28,翁礼章,0.09,145,top10_holder
000020.SZ,2020-04-30,赛格(香港)有限公司,5.85,146,top10_holder
000020.SZ,2020-04-30,李中秋,1.0,147,top10_holder
000020.SZ,2020-04-30,韩亚明,0.31,148,top10_holder
000020.SZ,2020-04-30,李森壮,0.35,149,top10_holder
000020.SZ,2020-04-30,LI SHERYN ZHAN MING,0.36,150,top10_holder
000020.SZ,2020-04-30,钟佳潮,0.47,151,top10_holder
000020.SZ,2020-04-30,国元证劵经纪(香港)有限公司,1.36,152,top10_holder
000020.SZ,2020-04-30,长江证劵经纪(香港)有限公司,1.89,153,top10_holder
000020.SZ,2020-04-30,GOOD HOPE CORNER INVESTMENTS LTD,3.4,154,top10_holder
000020.SZ,2020-04-30,武汉中恒新科技产业集团有限公司,42.13,155,top10_holder
000020.SZ,2020-04-30,王建新,0.34,156,top10_holder
000021.SZ,2020-04-30,中国电子信息产业集团有限公司,43.51,157,top10_holder
000021.SZ,2020-04-30,博旭(香港)有限公司,7.25,158,top10_holder
000021.SZ,2020-04-30,翁仁源,2.43,159,top10_holder
000021.SZ,2020-04-30,柴长茂,1.04,160,top10_holder
000021.SZ,2020-04-30,香港中央结算有限公司(陆股通),0.68,1,top10_holder
000021.SZ,2020-04-30,中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金,0.52,19,top10_holder
000021.SZ,2020-04-30,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,0.37,48,top10_holder
000021.SZ,2020-04-30,安健,0.3,161,top10_holder
000021.SZ,2020-04-30,中央汇金资产管理有限责任公司,0.27,4,top10_holder
000021.SZ,2020-04-30,基本养老保险基金一二零二组合,0.26,162,top10_holder
000023.SZ,2020-04-29,深圳市投资控股有限公司,8.85,89,top10_holder
000023.SZ,2020-04-29,佳兆业捷信物流(深圳)有限公司,3.35,163,top10_holder
000023.SZ,2020-04-29,林孝坤,1.49,164,top10_holder
000023.SZ,2020-04-29,肖小华,1.14,165,top10_holder
000023.SZ,2020-04-29,韦深清,0.96,166,top10_holder
000023.SZ,2020-04-29,魏力军,0.82,167,top10_holder
000023.SZ,2020-04-29,彭佳佳,0.79,168,top10_holder
000023.SZ,2020-04-29,广东君浩股权投资控股有限公司,27.39,169,top10_holder
000023.SZ,2020-04-29,深圳立迅实业有限公司,2.58,170,top10_holder
000023.SZ,2020-04-29,深圳市东部投资控股集团股份公司,3.07,171,top10_holder
000023.SZ,2020-04-29,李乐,0.55,172,top10_holder
000023.SZ,2020-04-29,叶跃平,0.62,173,top10_holder
000023.SZ,2020-04-29,嵇志杰,0.65,174,top10_holder
000023.SZ,2020-04-29,朱永翠,0.65,175,top10_holder
000025.SZ,2020-04-15,深圳市特发集团有限公司,49.09,176,top10_holder
000025.SZ,2020-04-15,深圳远致富海珠宝产业投资企业(有限合伙),16.89,177,top10_holder
000026.SZ,2020-04-10,中航国际控股股份有限公司,36.79,178,top10_holder
000026.SZ,2020-04-10,杨祖贵,3.84,179,top10_holder
000026.SZ,2020-04-10,杨三彩,1.17,180,top10_holder
000026.SZ,2020-04-10,中银基金-工商银行-上海海通证券资产管理有限公司,0.23,181,top10_holder
000026.SZ,2020-04-10,张学尉,0.22,182,top10_holder
000026.SZ,2020-04-10,鹏华基金-民生银行-鹏华基金-汇利1号资产管理计划,0.21,183,top10_holder
000026.SZ,2020-04-10,马新亭,0.2,184,top10_holder
000026.SZ,2020-04-10,李恩海,0.2,185,top10_holder
000026.SZ,2020-04-10,沈学文,0.2,186,top10_holder
000026.SZ,2020-04-10,梁少云,0.18,187,top10_holder
000027.SZ,2020-04-30,中国证券金融股份有限公司,2.28,3,top10_holder
000027.SZ,2020-04-30,深圳市资本运营集团有限公司,0.95,46,top10_holder
000027.SZ,2020-04-30,中央汇金资产管理有限责任公司,0.89,4,top10_holder
000027.SZ,2020-04-30,香港中央结算有限公司(陆股通),0.75,1,top10_holder
000027.SZ,2020-04-30,陈重孚,0.6,188,top10_holder
000027.SZ,2020-04-30,广东电力发展股份有限公司,0.32,189,top10_holder
000027.SZ,2020-04-30,中证500交易型开放式指数证券投资基金,0.28,190,top10_holder
000027.SZ,2020-04-30,深圳市投资控股有限公司,0.14,89,top10_holder
000027.SZ,2020-04-30,华能国际电力股份有限公司,25.02,191,top10_holder
000027.SZ,2020-04-30,深圳市人民政府国有资产监督管理委员会,47.82,45,top10_holder
000027.SZ,2020-04-30,全国社保基金四零七组合,0.17,192,top10_holder
000027.SZ,2020-04-30,深圳市远致投资有限公司,0.95,193,top10_holder
000028.SZ,2020-04-25,中央汇金资产管理有限责任公司,0.89,4,top10_holder
000028.SZ,2020-04-25,BBHBOSS/AFIDELITYFD-CHINAFOCUSFD,0.78,194,top10_holder
000028.SZ,2020-04-25,中国银行股份有限公司-嘉实医疗保健股票型证券投资基金,0.67,195,top10_holder
000028.SZ,2020-04-25,国药控股股份有限公司,56.06,196,top10_holder
000028.SZ,2020-04-25,香港中央结算有限公司(陆股通),4.55,1,top10_holder
000028.SZ,2020-04-25,HTHK/CMG FSGUFP-CMG FIRSTSTATE CHINA GROWTH FD,2.68,197,top10_holder
000028.SZ,2020-04-25,全国社保基金一一八组合,1.82,7,top10_holder
000028.SZ,2020-04-25,中国医药对外贸易有限公司,1.24,198,top10_holder
000028.SZ,2020-04-25,富达基金(香港)有限公司-客户资金,1.09,199,top10_holder
000028.SZ,2020-04-25,基本养老保险基金一五零六一组合,0.55,162,top10_holder
000029.SZ,2020-04-30,深圳市投资控股有限公司,63.55,89,top10_holder
000029.SZ,2020-04-30,山金金控资本管理有限公司-山金金控稳健一号基金,1.02,200,top10_holder
000029.SZ,2020-04-30,卢志高,0.32,201,top10_holder
000029.SZ,2020-04-30,谭石庆,0.13,202,top10_holder
000029.SZ,2020-04-30,杨水莲,0.13,203,top10_holder
000029.SZ,2020-04-30,杨剑雄,0.12,204,top10_holder
000029.SZ,2020-04-30,中央汇金资产管理有限责任公司,0.12,4,top10_holder
000029.SZ,2020-04-30,彭伟,0.11,205,top10_holder
000029.SZ,2020-04-30,吴浩源,0.11,206,top10_holder
000029.SZ,2020-04-30,GUOTAI  JUNAN SECURITIES(HONGKONG) LIMITED,0.1,207,top10_holder
000030.SZ,2020-04-23,一汽股权投资(天津)有限公司,24.41,208,top10_holder
000030.SZ,2020-04-23,博时基金-农业银行-博时中证金融资产管理计划,0.47,209,top10_holder
000030.SZ,2020-04-23,中欧基金-农业银行-中欧中证金融资产管理计划,0.47,210,top10_holder
000030.SZ,2020-04-23,南方基金-农业银行-南方中证金融资产管理计划,0.47,211,top10_holder
000030.SZ,2020-04-23,工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划,0.47,212,top10_holder
000030.SZ,2020-04-23,中央汇金资产管理有限责任公司,1.93,4,top10_holder
000030.SZ,2020-04-23,中国证券金融股份有限公司,2.35,3,top10_holder
000030.SZ,2020-04-23,吉林省国有资本运营有限责任公司,10.03,213,top10_holder
000030.SZ,2020-04-23,宁波华翔电子股份有限公司,13.95,214,top10_holder
000030.SZ,2020-04-23,吉林省天亿投资有限公司,18.31,215,top10_holder
000030.SZ,2020-04-23,叶凡,0.52,216,top10_holder
000031.SZ,2020-04-30,张忱业,0.17,217,top10_holder
000031.SZ,2020-04-30,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,0.26,48,top10_holder
000031.SZ,2020-04-30,香港中央结算有限公司(陆股通),0.67,1,top10_holder
000031.SZ,2020-04-30,中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF),1.07,19,top10_holder
000031.SZ,2020-04-30,全国社保基金一零八组合,1.19,7,top10_holder
000031.SZ,2020-04-30,中央汇金资产管理有限责任公司,1.54,4,top10_holder
000031.SZ,2020-04-30,工银瑞信投资-工商银行-中国工商银行股份有限公司,1.8,218,top10_holder
000031.SZ,2020-04-30,太平人寿保险有限公司-传统-普通保险产品-022L-CT001深,6.61,219,top10_holder
000031.SZ,2020-04-30,中粮集团有限公司,20.0,220,top10_holder
000031.SZ,2020-04-30,明毅有限公司,49.28,221,top10_holder
000032.SZ,2020-04-24,中国电子进出口有限公司,9.29,222,top10_holder
000032.SZ,2020-04-24,深圳市龙岗区城市建设投资集团有限公司,2.73,223,top10_holder
000032.SZ,2020-04-24,吴安,2.12,224,top10_holder
000032.SZ,2020-04-24,中电金投控股有限公司,0.99,225,top10_holder
000032.SZ,2020-04-24,焦红遇,0.5,226,top10_holder
000032.SZ,2020-04-24,陈铿帆,0.47,227,top10_holder
000032.SZ,2020-04-24,郭小球,0.45,228,top10_holder
000032.SZ,2020-04-24,张胜红,0.45,229,top10_holder
000032.SZ,2020-04-24,林振鹏,0.4,230,top10_holder
000032.SZ,2020-04-24,中国中电国际信息服务有限公司,49.04,231,top10_holder
000032.SZ,2020-04-24,中国人民人寿保险股份有限公司-自有资金,0.48,232,top10_holder
000032.SZ,2020-04-24,张晶彦,0.56,233,top10_holder
000032.SZ,2020-04-24,中国人民人寿保险股份有限公司-分红-团险分红,1.02,232,top10_holder
000032.SZ,2020-04-24,中国人民人寿保险股份有限公司-分红-个险分红,1.13,232,top10_holder
000032.SZ,2020-04-24,中国人民人寿保险股份有限公司-万能-个险万能,1.43,232,top10_holder
000034.SZ,2020-05-07,中国希格玛有限公司,11.78,234,top10_holder
000034.SZ,2020-05-07,郭为,23.66,235,top10_holder
000034.SZ,2020-05-07,王晓岩,6.54,236,top10_holder
000035.SZ,2020-04-30,北京奋信投资管理有限公司-嘉兴合晟投资合伙企业(有限合伙),3.3,237,top10_holder
000035.SZ,2020-04-30,南通乾创投资有限公司,16.2,238,top10_holder
000035.SZ,2020-04-30,中国平安人寿保险股份有限公司-分红-个险分红,3.82,2,top10_holder
000035.SZ,2020-04-30,严圣军,3.72,239,top10_holder
000035.SZ,2020-04-30,上海中平国瑀并购股权投资基金合伙企业(有限合伙),3.63,240,top10_holder
000035.SZ,2020-04-30,南通坤德投资有限公司,2.99,241,top10_holder
000035.SZ,2020-04-30,国新国控(杭州)投资管理有限公司-国新国同(浙江)投资基金合伙企业(有限合伙),2.0,242,top10_holder
000035.SZ,2020-04-30,中节能华禹基金管理有限公司-中节能华禹(镇江)绿色产业并购投资基金(有限合伙),8.37,243,top10_holder
000035.SZ,2020-04-30,宁波梅山保税港区昊宇龙翔股权投资中心(有限合伙),3.96,244,top10_holder
000035.SZ,2020-04-30,上海信银海丝投资管理有限公司-珠海市信生永汇投资合伙企业(有限合伙),2.08,245,top10_holder
000035.SZ,2020-04-30,国同光楹(杭州)投资管理有限公司,3.3,246,top10_holder
000036.SZ,2020-04-30,华联发展集团有限公司,33.21,247,top10_holder
000036.SZ,2020-04-30,香港中央结算有限公司(陆股通),2.82,1,top10_holder
000036.SZ,2020-04-30,中国工商银行-富国中证红利指数增强型证券投资基金,1.13,248,top10_holder
000036.SZ,2020-04-30,中国建设银行股份有限公司-大成中证红利指数证券投资基金,0.6,19,top10_holder
000036.SZ,2020-04-30,中国银行股份有限公司-华宝标普中国A股红利机会指数证券投资基金(LOF),0.59,195,top10_holder
000036.SZ,2020-04-30,冯书通,0.54,249,top10_holder
000036.SZ,2020-04-30,中国农业银行股份有限公司-景顺长城沪深300指数增强型证券投资基金,0.51,48,top10_holder
000036.SZ,2020-04-30,郝洛,0.48,250,top10_holder
000036.SZ,2020-04-30,柳州佳力房地产开发有限责任公司,0.45,251,top10_holder
000036.SZ,2020-04-30,王志丰,0.4,252,top10_holder
000037.SZ,2020-04-21,香港南海洋行(国际)有限公司,15.28,253,top10_holder
000037.SZ,2020-04-21,深圳广聚实业有限公司,12.22,254,top10_holder
000037.SZ,2020-04-21,深圳市能源集团有限公司,10.8,255,top10_holder
000037.SZ,2020-04-21,"高华-汇丰-GOLDMAN, SACHS & CO.LLC",2.13,256,top10_holder
000037.SZ,2020-04-21,BOCI SECURITIES LIMITED,1.67,257,top10_holder
000037.SZ,2020-04-21,刘芳,1.57,258,top10_holder
000037.SZ,2020-04-21,招商证券香港有限公司,1.34,102,top10_holder
000037.SZ,2020-04-21,曾颖,1.25,259,top10_holder
000037.SZ,2020-04-21,美颐投资置业有限公司,0.86,260,top10_holder
000037.SZ,2020-04-21,LI SHERYN ZHAN MING,0.82,150,top10_holder
000038.SZ,2020-04-23,朱兰英,19.7,261,top10_holder
000038.SZ,2020-04-23,青岛亚星实业有限公司,13.57,262,top10_holder
000038.SZ,2020-04-23,曹林芳,4.0,263,top10_holder
000038.SZ,2020-04-23,深圳市意汇通投资发展有限公司,2.38,264,top10_holder
000038.SZ,2020-04-23,修涞贵,1.15,265,top10_holder
000038.SZ,2020-04-23,云南国际信托有限公司-深大通员工持股计划集合资金信托计划,1.14,266,top10_holder
000038.SZ,2020-04-23,华安未来资管-宁波银行-深大通2号资产管理计划,1.05,267,top10_holder
000038.SZ,2020-04-23,罗承,0.95,268,top10_holder
000038.SZ,2020-04-23,姜剑,21.42,269,top10_holder
000038.SZ,2020-04-23,夏东明,5.49,270,top10_holder
000038.SZ,2020-04-23,方正延中传媒有限公司,2.38,271,top10_holder
000039.SZ,2020-04-30,香港中央结算(代理人)有限公司,58.17,1,top10_holder
000039.SZ,2020-04-30,中远集装箱工业有限公司,14.46,272,top10_holder
000039.SZ,2020-04-30,中国证券金融股份有限公司,2.37,3,top10_holder
000039.SZ,2020-04-30,中央汇金资产管理有限责任公司,1.27,4,top10_holder
000039.SZ,2020-04-30,中信保诚人寿保险有限公司-分红账户,0.31,273,top10_holder
000039.SZ,2020-04-30,中欧基金-农业银行-中欧中证金融资产管理计划,0.31,210,top10_holder
000039.SZ,2020-04-30,工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划,0.31,212,top10_holder
000039.SZ,2020-04-30,大成基金-农业银行-大成中证金融资产管理计划,0.31,274,top10_holder
000039.SZ,2020-04-30,银华基金-农业银行-银华中证金融资产管理计划,0.3,275,top10_holder
000039.SZ,2020-04-30,易方达基金-农业银行-易方达中证金融资产管理计划,0.3,276,top10_holder
000040.SZ,2020-04-30,中国银行股份有限公司-广发中证环保产业交易型开放式指数证券投资基金,0.3,195,top10_holder
000040.SZ,2020-04-30,赵春来,0.3,277,top10_holder
000040.SZ,2020-04-30,江西省省属国有企业资产经营(控股)有限公司,0.66,278,top10_holder
